"","parque","idade","sexo","escolar","renda","infraestrutura","sombra","temperatura","lance1","lance2","resp1","resp2"
"837","santana",22,1,0,600,1,1,0,21,26,"1","1"
"838","santana",25,0,0,900,1,1,0,38,8,"0","1"
"839","santana",28,1,0,1900,1,1,0,49,51,"1","1"
"840","santana",27,0,0,998,1,1,0,11,8,"0","1"
"841","santana",35,1,0,900,1,1,0,12,9,"0","1"
"842","santana",44,0,0,1450,1,1,0,11,10,"0","1"
"843","santana",37,0,0,2500,1,1,0,25,57,"1","0"
"844","santana",23,1,0,300,1,1,0,6,49,"1","0"
"845","santana",26,1,0,998,1,1,0,28,10,"0","1"
"846","santana",27,0,0,1200,1,1,0,26,13,"0","1"
"847","santana",33,1,0,1450,1,1,0,36,15,"0","1"
"848","santana",43,0,0,2000,1,1,0,28,50,"1","1"
"849","santana",38,1,0,2400,1,1,0,13,11,"0","1"
"850","santana",25,1,0,998,1,1,0,28,43,"1","0"
"851","santana",40,0,1,3000,1,1,0,28,50,"1","1"
"852","santana",30,1,0,500,1,1,0,14,12,"0","1"
"853","santana",36,0,0,7000,1,1,0,16,23,"1","1"
"854","santana",34,0,0,2000,1,1,0,19,51,"1","1"
"855","santana",35,1,0,2000,1,1,0,27,40,"1","1"
"856","santana",57,0,0,15000,1,1,0,47,31,"0","0"
"857","santana",30,0,0,6000,1,0,0,49,54,"1","1"
"858","santana",29,0,0,1700,1,1,0,39,30,"0","1"
"859","santana",43,1,1,5000,1,1,0,59,60,"1","1"
"860","santana",26,0,0,1000,1,1,0,45,42,"0","0"
"861","santana",28,0,0,1400,0,1,0,15,4,"0","1"
"862","santana",32,0,0,2000,1,1,0,60,50,"0","1"
"863","santana",39,1,0,1500,1,1,0,58,50,"0","1"
"864","santana",24,0,0,2500,1,1,0,54,17,"0","1"
"865","santana",55,1,0,1485,1,1,0,18,29,"1","1"
"866","santana",42,0,0,5000,1,1,0,39,59,"1","1"
"867","santana",40,0,0,8500,1,1,0,21,60,"1","1"
"868","santana",35,1,0,5000,1,0,0,43,28,"0","1"
"869","santana",31,1,0,5000,0,1,0,45,33,"0","0"
"870","santana",35,0,0,7000,1,1,0,49,50,"1","1"
"871","santana",37,1,0,5000,1,1,0,45,33,"0","0"
"872","santana",58,1,0,1200,1,1,0,18,40,"1","0"
"873","santana",39,0,0,5000,1,1,0,39,44,"1","1"
"874","santana",35,1,0,5000,0,1,0,39,25,"0","1"
"875","santana",38,0,1,7000,1,1,0,27,17,"0","0"
"876","santana",71,0,0,1000,1,1,0,45,31,"0","0"
"877","santana",29,1,0,6000,1,1,0,6,4,"0","0"
"878","santana",42,0,0,6000,1,1,0,8,25,"1","1"
"879","santana",37,1,0,5000,0,1,0,35,24,"0","0"
"880","santana",47,1,0,6000,1,1,0,28,35,"1","0"
"881","santana",35,1,0,5000,1,1,0,5,58,"1","1"
"882","santana",33,0,0,1500,1,1,0,7,5,"0","0"
"883","santana",54,0,0,10000,1,1,0,47,17,"0","0"
"884","santana",42,0,0,4000,1,1,0,27,56,"1","1"
"885","santana",70,1,0,1000,1,1,0,21,8,"0","0"
"886","santana",34,1,0,3800,1,1,0,20,13,"0","0"
"887","santana",58,1,0,4000,0,1,0,29,20,"0","0"
"888","santana",47,1,0,2000,0,1,0,52,42,"0","0"
"889","santana",42,0,0,5000,1,1,0,25,58,"1","1"
"890","santana",65,0,0,1000,1,1,0,24,16,"0","0"
"891","santana",70,1,0,1000,1,1,0,12,10,"0","0"
"892","santana",30,1,0,4000,1,0,0,19,13,"0","0"
"893","santana",37,1,0,5000,0,1,0,40,39,"0","0"
"894","santana",42,1,0,2000,1,1,0,47,57,"1","0"
"895","santana",38,1,0,8000,1,1,0,48,55,"1","0"
"896","santana",32,0,0,1600,0,0,0,5,34,"1","1"
"897","santana",45,0,0,7000,0,1,0,35,39,"1","1"
"898","santana",32,1,0,5000,1,1,0,40,35,"0","0"
"899","santana",96,1,0,1000,1,1,0,50,16,"0","0"
"900","santana",65,1,0,6000,1,1,0,17,22,"1","1"
"901","santana",82,1,0,1000,1,1,0,59,7,"0","0"
"902","santana",36,0,0,10000,1,1,0,39,51,"1","0"
"903","santana",37,1,0,6500,0,1,0,50,11,"0","0"
"904","santana",56,1,0,3500,1,1,0,39,36,"0","0"
"905","santana",67,1,0,1000,1,1,0,16,9,"0","0"
"906","santana",36,1,0,5000,0,1,0,57,26,"0","0"
"907","santana",45,1,0,5000,1,1,0,48,58,"1","1"
"908","santana",53,1,0,6000,1,1,0,56,60,"1","1"
"909","santana",39,1,1,18000,0,1,0,43,60,"1","1"
"910","santana",66,0,0,1000,0,1,0,22,20,"0","0"
"911","santana",35,1,0,4000,1,0,0,28,32,"1","1"
"912","santana",43,0,0,10000,0,1,0,5,60,"1","0"
"913","santana",37,0,0,4000,1,1,0,32,41,"1","0"
"914","santana",75,1,0,8000,1,0,0,10,11,"1","0"
"915","santana",44,1,0,5000,1,1,0,46,59,"1","1"
"916","santana",32,1,0,5000,1,1,0,37,48,"1","1"
"917","santana",31,1,0,5000,1,1,0,35,16,"0","0"
"918","santana",39,1,0,1000,1,1,0,59,60,"1","1"
"919","santana",25,0,0,1000,1,0,0,14,26,"1","1"
"920","santana",58,1,0,8000,0,0,0,45,60,"1","1"
"921","santana",53,1,0,10000,0,1,0,53,40,"0","1"
"922","lagoaaraca",71,0,0,1431,0,0,0,5,3,"0","0"
"923","lagoaaraca",42,1,1,954,0,0,0,46,48,"1","0"
"924","lagoaaraca",26,0,0,477,0,0,0,37,43,"1","0"
"925","lagoaaraca",62,1,0,477,0,0,0,41,45,"1","1"
"926","lagoaaraca",52,1,0,954,0,0,0,12,15,"1","0"
"927","lagoaaraca",55,1,0,477,0,0,0,46,44,"0","0"
"928","lagoaaraca",46,1,0,4270,0,0,0,11,8,"0","0"
"929","lagoaaraca",32,1,1,477,0,0,0,16,13,"0","0"
"930","lagoaaraca",48,0,1,954,0,0,0,16,19,"1","0"
"931","lagoaaraca",52,1,0,477,0,0,0,21,25,"1","1"
"932","lagoaaraca",28,0,0,477,0,0,0,14,17,"1","1"
"933","lagoaaraca",60,0,0,477,0,0,0,40,35,"0","0"
"934","lagoaaraca",62,0,0,477,0,0,0,3,5,"1","1"
"935","lagoaaraca",50,1,1,4270,0,0,0,48,50,"1","1"
"936","lagoaaraca",48,0,0,1431,0,0,0,46,48,"1","0"
"937","lagoaaraca",73,0,1,1431,0,0,0,46,44,"0","0"
"938","lagoaaraca",22,1,0,477,0,0,0,48,50,"1","0"
"939","lagoaaraca",43,1,0,477,0,0,0,8,10,"1","0"
"940","lagoaaraca",37,1,0,1431,0,0,0,43,40,"0","0"
"941","lagoaaraca",73,0,1,2385,0,0,0,20,16,"0","0"
"942","lagoaaraca",50,1,1,2385,0,0,0,27,16,"0","0"
"943","lagoaaraca",24,1,1,954,0,0,0,17,20,"1","1"
"944","lagoaaraca",76,0,0,477,0,0,0,18,21,"1","1"
"945","lagoaaraca",27,0,1,2385,0,0,0,30,40,"1","0"
"946","lagoaaraca",31,1,0,477,0,0,0,27,16,"0","0"
"947","lagoaaraca",44,0,0,477,0,0,0,22,14,"0","0"
"948","lagoaaraca",41,1,0,954,0,0,0,22,30,"1","1"
"949","lagoaaraca",35,1,0,954,0,0,0,32,41,"1","1"
"950","lagoaaraca",22,0,0,477,0,0,0,43,40,"0","0"
"951","lagoaaraca",57,0,1,954,0,0,0,24,20,"0","1"
"952","lagoaaraca",39,0,0,954,0,0,0,32,23,"0","0"
"953","lagoaaraca",18,0,0,477,0,0,0,35,28,"0","0"
"954","lagoaaraca",71,1,1,4270,0,0,0,24,20,"0","1"
"955","lagoaaraca",64,1,0,1431,0,0,0,50,44,"0","0"
"956","lagoaaraca",57,1,0,954,0,0,0,11,8,"0","0"
"957","lagoaaraca",70,1,1,1431,0,0,0,13,10,"0","1"
"958","lagoaaraca",70,1,0,954,0,0,0,11,8,"0","0"
"959","lagoaaraca",54,1,0,954,0,0,0,17,14,"0","0"
"960","lagoaaraca",64,0,0,477,0,0,0,24,18,"0","0"
"961","lagoaaraca",39,0,0,954,0,0,0,16,19,"1","1"
"962","lagoaaraca",27,0,1,477,0,0,0,45,43,"0","0"
"963","lagoaaraca",42,1,1,954,0,0,0,46,44,"0","0"
"964","lagoaaraca",31,0,1,1431,0,0,0,38,32,"0","0"
"965","lagoaaraca",42,1,1,1431,0,0,0,43,40,"0","0"
"966","lagoaaraca",24,1,0,954,0,0,0,8,10,"1","1"
"967","lagoaaraca",22,0,0,954,0,0,0,37,31,"0","0"
"968","lagoaaraca",42,1,0,954,0,0,0,17,14,"0","0"
"969","lagoaaraca",72,1,0,2385,0,0,0,23,16,"0","0"
"970","lagoaaraca",64,0,0,954,0,0,0,22,14,"0","1"
"971","lagoaaraca",31,0,0,954,0,0,0,28,17,"0","0"
"972","lagoaaraca",26,0,0,954,0,0,0,10,12,"1","0"
"973","lagoaaraca",46,1,0,1431,0,0,0,7,5,"0","0"
"974","lagoaaraca",30,0,0,954,0,0,0,29,19,"0","0"
"975","lagoaaraca",22,1,0,477,0,0,0,46,44,"0","0"
"976","lagoaaraca",34,1,0,477,0,0,0,36,29,"0","0"
"977","lagoaaraca",23,1,0,954,0,0,0,2,3,"1","1"
"978","lagoaaraca",62,1,0,1431,0,0,0,37,31,"0","0"
"979","lagoaaraca",46,1,0,2385,0,0,0,12,9,"0","0"
"980","lagoaaraca",19,0,0,954,0,0,0,3,1,"0","0"
"981","lagoaaraca",28,0,0,477,0,0,0,32,23,"0","0"
"982","lagoaaraca",45,1,0,477,0,0,0,37,31,"0","0"
"983","lagoaaraca",27,1,0,477,0,0,0,43,40,"0","0"
"984","lagoaaraca",44,1,1,4270,0,0,0,28,39,"1","1"
"985","lagoaaraca",42,0,0,954,0,0,0,40,35,"0","0"
"986","lagoaaraca",40,1,1,2385,0,0,0,33,41,"1","0"
"987","lagoaaraca",59,0,0,2385,0,0,0,10,12,"1","0"
"988","lagoaaraca",54,1,0,1431,0,0,0,25,15,"0","0"
"989","lagoaaraca",22,0,0,2385,0,0,0,47,45,"0","0"
"990","lagoaaraca",48,0,1,2385,0,0,0,35,28,"0","0"
"991","lagoaaraca",48,0,0,954,0,0,0,31,22,"0","0"
"992","lagoaaraca",82,1,1,2385,0,0,0,24,30,"1","0"
"993","lagoaaraca",62,0,0,954,0,0,0,12,15,"1","0"
"994","lagoaaraca",24,0,1,1431,0,0,0,35,28,"0","0"
"995","lagoaaraca",26,1,1,1431,0,0,0,35,28,"0","0"
"996","lagoaaraca",44,1,1,4270,0,0,0,10,12,"1","0"
"997","lagoaaraca",79,1,0,1431,0,0,0,38,32,"0","0"
"998","lagoaaraca",63,1,0,1431,0,0,0,42,38,"0","0"
"999","lagoaaraca",31,1,0,954,0,0,0,23,16,"0","0"
"1000","lagoaaraca",59,1,0,954,0,0,0,20,24,"1","0"
"1001","lagoaaraca",43,0,1,2385,0,0,0,30,40,"1","0"
"1002","lagoaaraca",24,1,0,954,0,0,0,14,11,"0","1"
"1003","lagoaaraca",28,1,0,954,0,0,0,21,17,"0","0"
"1004","lagoaaraca",54,1,0,1431,0,0,0,27,16,"0","0"
"1005","lagoaaraca",70,0,0,477,0,0,0,26,36,"1","0"
"1006","lagoaaraca",50,1,0,477,0,0,0,46,44,"0","0"
"1007","lagoaaraca",48,1,0,1431,0,0,0,5,7,"1","1"
"1008","lagoaaraca",68,1,0,477,0,0,0,21,17,"0","0"
"1009","lagoaaraca",42,0,0,477,0,0,0,26,36,"1","0"
"1010","lagoaaraca",52,0,0,477,0,0,0,6,8,"1","0"
"1011","lagoaaraca",38,0,0,477,0,0,0,47,45,"0","0"
"1012","lagoaaraca",30,1,0,477,0,0,0,47,49,"1","1"
"1013","lagoaaraca",57,1,0,1431,0,0,0,40,35,"0","0"
"1014","lagoaaraca",33,0,1,1431,0,0,0,8,10,"1","1"
"1015","lagoaaraca",58,0,0,954,0,0,0,44,41,"0","0"
"1016","lagoaaraca",60,1,0,1431,0,0,0,34,26,"0","0"
"1017","lagoaaraca",60,0,0,477,0,0,0,17,20,"1","1"
"1018","lagoaaraca",47,0,0,477,0,0,0,3,1,"0","0"
"1019","lagoaaraca",67,1,0,477,0,0,0,42,38,"0","0"
"1020","lagoaaraca",34,1,0,1431,0,0,0,7,5,"0","0"
"1021","lagoaaraca",36,0,0,954,0,0,0,40,35,"0","0"
"1022","lagoaaraca",43,1,0,2385,0,0,0,11,8,"0","0"
"1023","lagoaaraca",19,1,0,477,0,0,0,42,38,"0","0"
"1024","lagoaaraca",43,1,1,1431,0,0,0,48,46,"0","0"
"1025","lagoaaraca",51,0,0,2385,0,0,0,25,15,"0","0"
"1026","lagoaaraca",49,1,1,954,0,0,0,43,40,"0","0"
"1027","lagoaaraca",44,1,0,477,0,0,0,13,10,"0","0"
"1028","lagoaaraca",69,1,0,1431,0,0,0,11,14,"1","1"
"1029","lagoaaraca",61,1,0,477,0,0,0,33,25,"0","0"
"1030","lagoaaraca",51,0,1,2385,0,0,0,21,17,"0","0"
"1031","lagoaaraca",52,1,1,4270,0,0,0,32,23,"0","0"
"1032","lagoaaraca",40,0,1,8500,0,0,0,1,3,"1","0"
"1033","lagoaaraca",39,0,0,2385,0,0,0,7,5,"0","0"
"1034","lagoaaraca",59,1,0,2385,0,0,0,30,40,"1","0"
"1035","lagoaaraca",45,1,1,4270,0,0,0,43,40,"0","0"
"1036","lagoaaraca",41,1,1,8500,0,0,0,21,17,"0","0"
"1037","lagoaaraca",70,1,1,2385,0,0,0,6,4,"0","0"
"1038","lagoaaraca",60,1,1,8500,0,0,0,21,17,"0","0"
"1039","lagoaaraca",29,1,1,4270,0,0,0,22,14,"0","0"
"1040","lagoaaraca",49,0,1,2385,0,0,0,12,9,"0","0"
"1041","lagoaaraca",39,1,1,8500,0,0,0,21,17,"0","0"
"1042","lagoaaraca",55,1,1,1431,0,0,0,21,17,"0","0"
"1043","lagoaaraca",27,0,1,4270,0,0,0,31,22,"0","0"
"1044","lagoaaraca",72,0,1,2385,0,0,0,23,16,"0","0"
"1045","lagoaaraca",37,1,0,1431,0,0,0,2,1,"0","0"
"1046","lagoaaraca",62,0,1,8500,0,0,0,49,44,"0","0"
"1047","lagoaaraca",36,1,1,2385,0,0,0,4,3,"0","0"
"1048","lagoaaraca",25,1,0,1431,0,0,0,29,19,"0","0"
"1049","lagoaaraca",28,0,0,954,0,0,0,13,10,"0","0"
"1050","lagoaaraca",33,1,1,1431,0,0,0,17,14,"0","0"
"1051","lagoaaraca",48,0,0,954,0,0,0,13,10,"0","0"
"1052","lagoaaraca",71,0,1,4270,0,0,0,44,41,"0","0"
"1053","lagoaaraca",70,1,0,2385,0,0,0,49,44,"0","0"
"1054","lagoaaraca",50,1,0,1431,0,0,0,17,14,"0","0"
"1055","lagoaaraca",35,0,1,8500,0,0,0,18,15,"0","0"
"1056","lagoaaraca",51,0,0,1431,0,0,0,5,7,"1","0"
"1057","lagoaaraca",48,0,0,954,0,0,0,1,3,"1","1"
"1058","lagoaaraca",48,1,0,1431,0,0,0,33,41,"1","0"
"1059","lagoaaraca",23,1,0,954,0,0,0,8,10,"1","0"
"1060","lagoaaraca",38,0,1,2385,0,0,0,40,35,"0","0"
"1061","lagoaaraca",59,1,0,2385,0,0,0,18,21,"1","0"
"1062","lagoaaraca",55,0,1,2385,0,0,0,18,26,"1","0"
"1063","lagoaaraca",19,1,1,477,0,0,0,38,44,"1","1"
"1064","lagoaaraca",43,1,1,4270,0,0,0,43,40,"0","0"
"1065","lagoaaraca",31,1,0,1431,0,0,0,13,16,"1","0"
"1066","lagoaaraca",35,1,0,954,0,0,0,25,35,"1","0"
"1067","lagoaaraca",52,0,0,954,0,0,0,37,43,"1","1"
"1068","lagoaaraca",55,1,0,1431,0,0,0,38,44,"1","0"
"1069","lagoaaraca",55,0,0,954,0,0,0,16,19,"1","0"
"1070","lagoaaraca",30,1,1,4270,0,0,0,10,8,"0","0"
"1071","lagoaaraca",21,1,0,477,0,0,0,5,7,"1","1"
"1072","lagoaaraca",59,1,0,954,0,0,0,28,17,"0","0"
"1073","lagoaaraca",62,1,0,954,0,0,0,5,3,"0","0"
"1074","lagoaaraca",63,1,0,1431,0,0,0,38,32,"0","0"
"1075","lagoaaraca",78,1,0,8500,0,0,0,23,30,"1","0"
"1076","lagoaaraca",24,0,0,954,0,0,0,12,9,"1","0"
"1077","lagoaaraca",49,0,0,477,0,0,0,4,5,"1","0"
"1078","lagoaaraca",19,0,0,477,0,0,0,42,46,"1","1"
"1079","lagoaaraca",26,0,0,477,0,0,0,12,15,"1","0"
"1080","lagoaaraca",64,0,1,1431,0,0,0,30,20,"0","0"
"1081","lagoaaraca",33,1,0,954,0,0,0,7,5,"0","0"
"1082","lagoaaraca",63,0,1,4270,0,0,0,49,50,"1","0"
"1083","lagoaaraca",65,1,1,4270,0,0,0,8,10,"1","1"
"1084","lagoaaraca",37,0,1,954,0,0,0,8,10,"1","1"
"1085","lagoaaraca",20,1,0,477,0,0,0,26,36,"1","0"
"1086","lagoaaraca",46,1,1,8500,0,0,0,3,7,"1","1"
"1087","lagoaaraca",37,0,0,477,0,0,0,23,30,"1","0"
"1088","lagoaaraca",73,0,0,477,0,0,0,37,31,"0","0"
"1089","lagoaaraca",61,0,1,954,0,0,0,16,13,"0","0"
"1090","lagoaaraca",78,1,1,1431,0,0,0,33,41,"1","1"
"1091","lagoaaraca",23,1,1,2385,0,0,0,46,44,"0","0"
"1092","lagoaaraca",24,1,0,954,0,0,0,36,43,"1","0"
"1093","lagoaaraca",35,1,0,954,0,0,0,2,5,"1","1"
"1094","lagoaaraca",33,1,1,2385,0,0,0,4,7,"1","1"
"1095","lagoaaraca",76,1,1,8500,0,0,0,16,13,"0","0"
"1096","lagoaaraca",69,0,0,954,0,0,0,9,7,"0","0"
"1097","lagoaaraca",35,0,1,954,0,0,0,7,9,"1","1"
"1098","lagoaaraca",26,1,0,1431,0,0,0,48,50,"1","1"
"1099","lagoaaraca",42,0,1,8500,0,0,0,2,3,"1","1"
"1100","lagoaaraca",27,1,1,2385,0,0,0,10,12,"1","1"
"1101","lagoaaraca",48,1,1,954,0,0,0,20,16,"0","0"
"1102","lagoaaraca",43,1,1,954,0,0,0,28,17,"0","0"
"1103","lagoaaraca",85,0,0,477,0,0,0,44,47,"1","0"
"1104","lagoaaraca",62,1,0,4270,0,0,0,3,5,"1","1"
"1105","lagoaaraca",29,1,0,2385,0,0,0,15,12,"0","0"
"1106","lagoaaraca",38,1,0,2385,0,0,0,48,50,"1","1"
"1107","lagoaaraca",45,0,1,2385,0,0,0,16,19,"1","1"
"1108","lagoaaraca",76,0,0,477,0,0,0,29,19,"0","0"
"1109","lagoaaraca",53,1,1,8500,0,0,0,34,26,"0","0"
"1110","lagoaaraca",51,1,1,2385,0,0,0,22,30,"1","0"
"1111","lagoaaraca",50,0,0,4270,0,0,0,5,7,"1","0"
"1112","caiara",39,1,0,5500,0,1,0,25,24,"0","0"
"1113","caiara",24,1,0,2000,0,0,0,13,15,"1","1"
"1114","caiara",52,0,0,3000,0,1,0,20,22,"1","1"
"1115",NA,17,0,0,10000,0,1,0,15,14,"0","0"
"1116","caiara",48,0,0,4000,0,1,1,25,27,"1","1"
"1117","caiara",58,0,0,11500,1,1,1,20,19,"0","0"
"1118","caiara",56,0,0,9500,1,1,1,13,12,"0","0"
"1119","caiara",61,1,0,3000,1,1,1,25,24,"0","1"
"1120","caiara",27,1,0,3500,0,0,0,10,12,"1","0"
"1121",NA,17,0,0,500,0,1,0,25,27,"1","0"
"1122","caiara",52,0,0,10000,1,1,1,10,9,"0","1"
"1123","caiara",45,0,0,8000,0,0,0,20,19,"0","0"
"1124","caiara",20,1,0,500,1,0,0,25,24,"0","0"
"1125","caiara",20,1,0,7000,1,0,0,20,22,"1","1"
"1126","caiara",57,0,0,3000,1,0,1,10,12,"1","0"
"1127","caiara",65,1,0,5500,1,0,0,15,14,"0","1"
"1128","caiara",52,0,0,2000,1,0,1,15,17,"1","0"
"1129","caiara",50,1,0,2500,0,0,0,15,14,"0","0"
"1130","caiara",55,0,0,2500,1,0,0,13,12,"0","0"
"1131","caiara",19,0,0,2500,0,0,0,25,24,"0","0"
"1132","caiara",46,1,0,1500,0,0,0,10,9,"0","0"
"1133","caiara",48,0,0,2500,0,0,1,15,14,"0","1"
"1134","caiara",80,0,0,12000,1,0,0,15,17,"1","1"
"1135","caiara",32,1,0,2000,0,1,0,20,19,"0","0"
"1136","caiara",60,1,0,3000,0,0,1,25,24,"0","0"
"1137","caiara",66,1,0,4000,0,0,0,15,14,"0","0"
"1138","caiara",32,1,0,4000,0,0,0,13,12,"0","1"
"1139","caiara",44,1,0,3500,1,0,1,15,17,"1","1"
"1140","caiara",34,1,0,2500,0,0,1,13,15,"1","0"
"1141","caiara",57,0,0,9500,1,1,1,15,17,"1","1"
"1142","caiara",21,0,0,3500,0,1,1,10,9,"0","0"
"1143","caiara",23,1,0,10000,1,0,0,25,27,"1","1"
"1144","caiara",50,1,0,11000,1,0,1,20,22,"1","0"
