"";"parque";"idade";"sexo";"cidade";"escolar";"renda";"infraestrutura";"sombra";"temperatura";"lance1";"lance2";"resp1";"resp2";"bidl";"bidh";"lnRendat1";"lnRendat2";"lnRenda"
"384";"lindu";40;0;"recife";0;500;1;1;1;59;10;"0";"0";10;66,6811457478686;6,21484407057857;6,21464809762221;2,69897000433602
"385";"lindu";38;0;"recife";1;1200;1;1;1;68;14;"0";"0";14;76,2462112512353;7,09012405688338;7,09008655795105;3,07918124604762
"386";"lindu";33;0;"jaboatao";0;998;1;1;1;32;68;"1";"0";5,65685424949238;68;6,90578540418039;6,90582154679916;2,99913054128737
"387";"lindu";33;0;"sao lourenco";0;1400;1;1;1;2;39;"1";"0";1,4142135623731;39;7,24422853601099;7,24424741336457;3,14612803567824
"388";"lindu";39;0;"jaboatao";0;998;1;1;1;62;67;"1";"0";7,87400787401181;67;6,90581552312008;6,90582054285517;2,99913054128737
"389";"lindu";38;1;"jaboatao";1;4500;1;0;1;62;67;"1";"1";7,87400787401181;67;8,41183573748212;8,41183598439491;3,65321251377534
"390";"lindu";38;1;"recife";0;2040;1;1;1;30;60;"1";"0";5,47722557505166;60;7,62071229557814;7,62071950426605;3,3096301674259
"391";"lindu";39;0;"recife";1;5000;1;1;1;1;28;"1";"1";1;28;8,51719323141624;8,51719431141561;3,69897000433602
"392";"lindu";50;1;"recife";0;4000;1;1;0;63;39;"0";"0";39;70,9372539331938;8,29405357759428;8,29405207759906;3,60205999132796
"393";"lindu";30;1;"jaboatao";0;1300;1;1;1;42;5;"0";"1";5;48,4807406984079;7,17014439521183;7,17012250202513;3,11394335230684
"394";"lindu";41;0;"recife";1;600;1;1;0;37;59;"1";"0";6,08276253029822;59;6,39703242771265;6,39709353067672;2,77815125038364
"395";"lindu";35;0;"jaboatao";0;1000;0;1;1;41;25;"0";"0";25;47,4031242374328;6,90779627814166;6,90778027866964;3
"396";"lindu";36;1;"cabo de santo agostinho";0;2000;1;1;0;39;40;"1";"1";6,2449979983984;40;7,60091220949455;7,60091245949208;3,30102999566398
"397";"lindu";41;1;"jaboatao";0;2000;1;1;1;38;45;"1";"1";6,16441400296898;45;7,60091195949696;7,6009137094788;3,30102999566398
"398";"lindu";36;1;"recife";1;14000;0;1;1;18;32;"1";"0";4,24264068711928;32;9,54681270043413;9,54681277186269;4,14612803567824
"399";"lindu";23;0;"recife";0;1800;1;1;1;29;62;"1";"1";5,3851648071345;62;7,49555089446148;7,49556107950364;3,25527250510331
"400";"lindu";59;0;"recife";1;1800;1;1;1;13;16;"1";"1";3,60555127546399;16;7,49554595622189;7,49554688214367;3,25527250510331
"401";"lindu";53;1;"recife";0;2000;1;1;1;13;16;"1";"1";3,60555127546399;16;7,6009057095368;7,60090645953408;3,30102999566398
"402";"lindu";59;0;"camaragibe";0;1000;1;1;0;46;48;"1";"1";6,78232998312527;48;6,90780127792417;6,90780327783017;3
"403";"lindu";33;0;"recife";1;3000;0;1;0;25;2;"0";"0";2;30;8,00637034542417;8,00636778987244;3,47712125471966
"404";"lindu";41;1;"recife";1;18000;1;0;1;48;36;"0";"1";36;54,9282032302755;9,79812718502644;9,79812714798941;4,25527250510331
"405";"lindu";23;1;"recife";0;1000;1;1;1;50;24;"0";"0";24;57,0710678118655;6,90780527773218;6,90777927869414;3
"406";"lindu";41;1;"recife";1;15000;1;1;1;70;20;"0";"0";20;78,3666002653408;9,61580579119541;9,61580556897323;4,17609125905568
"407";"lindu";52;0;"jaboatao";1;1000;0;1;1;37;10;"0";"1";10;43,0827625302982;6,90779227829765;6,90776527893214;3
"408";"lindu";49;0;"recife";0;2000;0;1;0;15;9;"0";"1";9;18,8729833462074;7,60090620953505;7,60090470953955;3,30102999566398
"409";"lindu";36;0;"recife";0;15000;0;1;1;53;52;"0";"1";52;60,2801098892805;9,61580571563987;9,61580571119543;4,17609125905568
"410";"lindu";39;1;"recife";1;6000;1;1;1;50;11;"0";"0";11;57,0710678118655;8,69951613709812;8,6995150537657;3,77815125038364
"411";"lindu";61;0;"recife";0;1800;1;1;0;32;18;"0";"0";18;37,6568542494924;7,49555182037869;7,49554749942438;3,25527250510331
"412";"lindu";20;1;"recife";1;998;1;1;1;62;43;"0";"0";43;69,8740078740118;6,90581552312008;6,90579644789694;2,99913054128737
"413";"lindu";58;1;"abreu e Lima";0;8400;1;1;1;44;64;"1";"1";6,6332495807108;64;9,03598760841398;9,03598789186047;3,92427928606188
"414";"lindu";61;1;"recife";0;8000;0;1;1;30;14;"0";"0";14;35,4772255750517;8,98719728941186;8,98719703941195;3,90308998699194
"415";"lindu";35;1;"jaboatao";0;3000;1;1;1;70;22;"0";"0";22;78,3666002653408;8,00637534539778;8,0063700120917;3,47712125471966
"416";"lindu";69;1;"jaboatao";0;2000;1;1;1;12;8;"0";"0";8;15,4641016151378;7,60090545953758;7,60090445954008;3,30102999566398
"417";"lindu";38;1;"camaragibe";0;3400;1;1;1;10;49;"1";"1";3,16227766016838;49;8,13153157565578;8,13153494934959;3,53147891704225
"418";"lindu";47;1;"olinda";0;2000;1;1;1;69;70;"1";"1";8,30662386291807;70;7,6009197093933;7,60091995938896;3,30102999566398
"419";"lindu";25;1;"jaboatao";0;998;1;0;1;69;70;"1";"1";8,30662386291807;70;6,90582255074215;6,90582355468413;2,99913054128737
"420";"lindu";52;0;"recife";1;5800;1;1;1;51;63;"1";"1";7,14142842854285;63;8,66561471258568;8,66561506930327;3,76342799356294
"421";"lindu";36;0;"jaboatao";0;998;0;1;0;27;30;"1";"1";5,19615242270663;30;6,90578038426891;6,90578339621882;2,99913054128737
"422";"lindu";34;0;"recife";0;8000;1;0;1;70;75;"1";"1";8,36660026534076;75;8,98719791441138;8,98719799253629;3,90308998699194
"423";"lindu";62;0;"recife";0;7000;1;1;1;65;38;"0";"0";38;73,0622577482985;8,85366675456718;8,85366620354735;3,84509804001426
"424";"lindu";54;1;"recife";1;10000;1;1;1;55;6;"0";"0";6;62,4161984870957;9,21034092197603;9,21034043197618;4
"425";"lindu";30;0;"recife";0;998;1;1;1;31;17;"0";"0";17;36,56776436283;6,9057844002001;6,90577034437035;2,99913054128737
"426";"lindu";47;1;"recife";1;10000;1;1;0;65;69;"1";"1";8,06225774829855;69;9,21034102197597;9,21034106197594;4
"427";"lindu";61;0;"jaboatao";0;3000;0;1;1;33;8;"0";"0";8;38,744562646538;8,00637123431019;8,00636845653874;3,47712125471966
"428";"lindu";22;0;"jaboatao";0;1340;1;1;1;22;10;"0";"0";10;26,6904157598234;7,20043714504188;7,20043046209853;3,12710479836481
"429";"lindu";61;1;"recife";0;4000;0;1;0;11;7;"0";"0";7;14,3166247903554;8,29405032760179;8,29405007760193;3,60205999132796
"430";"lindu";36;1;"recife";0;4000;0;1;1;62;66;"1";"1";7,87400787401181;66;8,29405351509452;8,29405376509352;3,60205999132796
"431";"lindu";39;0;"recife";1;2200;1;1;0;22;40;"1";"0";4,69041575982343;40;7,69621718479062;7,69622090377507;3,34242268082221
"432";"lindu";61;0;"recife";0;1497;1;1;0;15;15;"0";"0";15;18,8729833462074;7,31122507781078;7,31122507781078;3,17522180034305
"433";"lindu";28;0;"olinda";1;2000;1;1;1;26;50;"1";"1";5,09901951359278;50;7,60090895952096;7,60091495946396;3,30102999566398
"434";"lindu";37;1;"jaboatao";1;998;0;0;1;37;27;"0";"0";27;43,0827625302982;6,90579042406666;6,90578038426891;2,99913054128737
"435";"lindu";37;0;"recife";1;4000;0;1;0;28;46;"1";"0";5,29150262212918;46;8,2940513901005;8,2940525150979;3,60205999132796
"436";"lindu";42;0;"recife";1;6000;1;0;1;55;17;"0";"1";17;62,4161984870957;8,6995162759868;8,6995152204323;3,77815125038364
"437";"lindu";75;0;"recife";1;5000;0;1;1;44;48;"1";"0";6,6332495807108;48;8,51719495141469;8,5171951114144;3,69897000433602
"438";"lindu";29;0;"recife";1;1000;1;1;1;52;54;"1";"1";7,21110255092798;54;6,90780727763018;6,90780927752419;3
"439";"lindu";27;0;"jaboatao";0;998;0;1;0;40;54;"1";"1";6,32455532033676;54;6,90579343598634;6,90580749149153;2,99913054128737
"440";"lindu";31;1;"jaboatao";1;7000;1;1;1;55;2;"0";"1";2;62,4161984870957;8,8536665504858;8,85366546885378;3,84509804001426
"441";"lindu";37;1;"recife";0;3200;0;0;1;62;64;"1";"1";7,87400787401181;64;8,07091214345699;8,07091233876829;3,50514997831991
"442";"lindu";43;0;"recife";1;3000;0;1;1;11;1;"0";"1";1;14,3166247903554;8,00636878987172;8,00636767876135;3,47712125471966
"443";"lindu";30;1;"recife";1;8000;1;1;0;27;29;"1";"0";5,19615242270663;29;8,98719724253688;8,98719727378687;3,90308998699194
"444";"lindu";32;0;"jaboatao";1;2000;1;1;1;69;52;"0";"0";52;77,3066238629181;7,6009197093933;7,60091545945758;3,30102999566398
"445";"lindu";39;1;"recife";0;5000;1;1;0;66;68;"1";"1";8,12403840463596;68;8,51719583141275;8,51719591141254;3,69897000433602
"446";"lindu";19;0;"recife";0;200;1;1;1;11;2;"0";"0";2;14,3166247903554;5,29859232874247;5,29836736529808;2,30102999566398
"447";"lindu";36;1;"jaboatao";1;15000;1;0;1;31;56;"1";"1";5,56776436283002;56;9,61580561786212;9,61580572897321;4,17609125905568
"448";"lindu";41;1;"recife";1;10000;0;1;0;49;55;"1";"1";7;55;9,21034086197606;9,21034092197603;4
"449";"lindu";74;0;"recife";1;3000;1;1;1;41;46;"1";"0";6,40312423743285;46;8,00637212319543;8,0063726787483;3,47712125471966
"450";"caiara";19;1;"recife";0;600;0;1;0;16;9;"0";"0";9;20;6,39697409867297;6,39695465490365;2,77815125038364
"451";"caiara";23;0;"recife";1;2100;1;0;0;3;37;"1";"0";1,73205080756888;37;7,64969330398339;7,64970101369899;3,32221929473392
"452";"caiara";40;0;"recife";1;4500;0;0;1;13;13;"0";"1";13;16,605551275464;8,41183331773351;8,41183331773351;3,65321251377534
"453";"caiara";19;0;"recife";0;200;1;0;1;13;6;"0";"0";6;16,605551275464;5,29864231374698;5,29846735529916;2,30102999566398
"454";"caiara";30;1;"recife";1;3000;1;1;0;45;34;"0";"0";34;51,7082039324994;8,00637256763775;8,00637134542089;3,47712125471966
"455";"caiara";27;0;"olinda";1;3000;1;1;1;25;7;"0";"1";7;30;8,00637034542417;8,00636834542772;3,47712125471966
"456";"caiara";40;1;"recife";1;7500;1;1;1;34;61;"1";"1";5,8309518948453;61;8,92265890396866;8,92265938396826;3,8750612633917
"457";"caiara";25;1;"recife";1;300;1;0;1;54;50;"0";"1";50;61,3484692283495;5,70438229472817;5,7043378759479;2,47712125471966
"458";"caiara";20;0;"recife";0;800;1;1;0;18;13;"0";"0";13;22,2426406871193;6,68463985227243;6,68463203996163;2,90308998699194
"459";"caiara";37;1;"recife";0;1200;1;0;1;63;60;"0";"0";60;70,9372539331938;7,09012058481909;7,09011850157473;3,07918124604762
"460";"caiara";22;1;"moreno";0;1500;1;1;1;3;12;"1";"0";1,73205080756888;12;7,31322172042275;7,31322572040941;3,17609125905568
"461";"caiara";24;1;"moreno";0;1200;1;0;1;23;10;"0";"1";10;27,7958315233127;7,09009280787076;7,09008378019642;3,07918124604762
"462";"caiara";60;1;"recife";0;3800;1;1;1;48;6;"0";"1";6;54,9282032302755;8,24275966980868;8,24275676122686;3,57978359661681
"463";"caiara";58;1;"recife";1;3800;1;1;1;34;33;"0";"0";33;39,8309518948453;8,24275870028234;8,24275863103042;3,57978359661681
"464";"caiara";34;1;"recife";1;2100;1;0;0;61;9;"0";"1";9;68,8102496759066;7,6497064558154;7,64969466452576;3,32221929473392
"465";"caiara";40;0;"recife";0;2200;0;0;1;31;28;"0";"0";28;36,56776436283;7,69621904428457;7,69621842445364;3,34242268082221
"466";"caiara";70;1;"recife";0;1800;1;1;1;58;45;"0";"0";45;65,6157731058639;7,4955598449586;7,4955558326767;3,25527250510331
"467";"caiara";19;0;"recife";0;200;1;0;0;22;10;"0";"1";10;26,6904157598234;5,29886721535347;5,29856733530324;2,30102999566398
"468";"caiara";30;0;"recife";0;1100;0;1;1;44;40;"0";"0";40;50,6332495807108;7,00310182176168;7,0030985160913;3,04139268515822
"469";"caiara";40;1;"recife";1;3000;1;1;1;60;53;"0";"0";53;67,7459666924148;8,00637423429469;8,0063734565218;3,47712125471966
"470";"caiara";41;0;"recife";1;2700;0;1;1;16;44;"1";"1";4;44;7,90100924677739;7,9010130876395;3,43136376415899
"471";"caiara";22;1;"recife";0;1000;1;1;1;53;54;"1";"1";7,28010988928052;54;6,90780827757769;6,90780927752419;3
"472";"caiara";22;1;"recife";0;1000;0;0;0;58;35;"0";"0";35;65,6157731058639;6,9078132773002;6,90779027836965;3
"473";"caiara";33;1;"recife";1;4900;1;1;1;30;20;"0";"1";20;35,4772255750517;8,49699173357732;8,49699131708463;3,69019608002851
"474";"caiara";27;0;"recife";0;900;0;1;1;27;10;"0";"1";10;32,1961524227066;6,8024280961021;6,80240710892712;2,95424250943932
"475";"caiara";39;0;"recife";1;1700;1;1;1;51;29;"0";"0";29;58,1414284285429;7,43840117694742;7,43839356459604;3,23044892137827
"476";"caiara";26;1;"recife";1;3000;0;1;1;61;10;"0";"1";10;68,8102496759066;8,00637434540505;8,00636867876074;3,47712125471966
"477";"caiara";27;1;"recife";1;1800;0;0;1;28;27;"0";"0";27;33,2915026221292;7,49555058582222;7,49555027718287;3,25527250510331
"478";"caiara";18;1;"recife";0;600;0;0;0;9;13;"1";"1";3;13;6,39695465490365;6,39696576567527;2,77815125038364
"479";"caiara";30;1;"recife";0;1200;0;1;0;27;27;"0";"1";27;32,1961524227066;7,09009558560031;7,09009558560031;3,07918124604762
"480";"caiara";24;1;"recife";0;1100;0;0;0;5;42;"1";"0";2,23606797749979;42;7,00306959100933;7,00310016892786;3,04139268515822
"481";"caiara";39;1;"recife";1;3000;0;0;0;14;1;"0";"1";1;17,7416573867739;8,00636912320459;8,00636767876135;3,47712125471966
"482";"caiara";40;1;"recife";1;5000;1;1;1;17;39;"1";"0";4,12310562561766;39;8,51719387141601;8,51719475141502;3,69897000433602
"483";"caiara";60;0;"recife";0;2500;0;0;0;39;29;"0";"0";29;45,2449979983984;7,82405225083682;7,82405065084553;3,39794000867204
"484";"caiara";53;1;"recife";1;4000;0;0;0;21;18;"0";"0";18;25,5825756949558;8,29405095260117;8,29405076510139;3,60205999132796
"485";"caiara";35;1;"recife";0;1700;0;1;1;12;51;"1";"0";3,46410161513775;51;7,43838768228482;7,43840117694742;3,23044892137827
"486";"caiara";37;0;"recife";0;1700;1;1;1;70;30;"0";"0";30;78,3666002653408;7,43840775120426;7,43839391061327;3,23044892137827
"487";"caiara";21;0;"recife";0;1200;0;0;1;11;18;"1";"1";3,3166247903554;18;7,0900844746358;7,09008933569797;3,07918124604762
"488";"caiara";22;1;"recife";0;900;0;0;0;8;50;"1";"0";2,82842712474619;50;6,80240463981875;6,80245648981425;2,95424250943932
"489";"caiara";19;1;"recife";0;100;0;1;1;51;36;"0";"0";36;58,1414284285429;4,61025722503665;4,60876372149822;2
"490";"caiara";22;0;"recife";0;100;0;1;0;23;11;"0";"0";11;27,7958315233127;4,60746754503677;4,60626958143139;2
"491";"caiara";60;1;"recife";0;1300;0;1;1;39;18;"0";"0";18;45,2449979983984;7,17014262010644;7,17013019428048;3,11394335230684
"492";"caiara";22;0;"recife";0;300;0;1;1;34;2;"0";"1";2;39,8309518948453;5,70416018109392;5,70380469663151;2,47712125471966
"493";"caiara";43;0;"recife";1;998;0;0;0;16;9;"0";"0";9;20;6,90576934037495;6,90576231237893;2,99913054128737
"494";"caiara";19;1;"recife";0;500;0;1;1;45;45;"0";"0";45;51,7082039324994;6,21478808222414;6,21478808222414;2,69897000433602
"495";"caiara";37;0;"recife";0;1200;1;1;0;34;61;"1";"0";5,8309518948453;61;7,09010044660847;7,09011919599;3,07918124604762
"496";"caiara";47;1;"recife";1;998;1;0;0;18;51;"1";"0";4,24264068711928;51;6,90577134836474;6,90580447961419;2,99913054128737
"497";"caiara";38;1;"recife";1;998;0;0;0;63;63;"0";"0";63;70,9372539331938;6,90581652706911;6,90581652706911;2,99913054128737
"498";"caiara";21;1;"recife";0;600;0;1;1;3;37;"1";"0";1,73205080756888;37;6,39693798851476;6,39703242771265;2,77815125038364
"499";"caiara";23;1;"recife";1;750;0;1;0;13;2;"0";"1";2;16,605551275464;6,62009631737441;6,62007676207959;2,8750612633917
"500";"caiara";26;1;"recife";0;700;0;1;0;13;55;"1";"0";3,60555127546399;55;6,55110686530372;6,55119257364238;2,84509804001426
"501";"macaxeira";45;1;"recife";0;1500;0;0;0;48;50;"1";"1";6,92820323027551;50;7,31324172019608;7,31324260906561;3,17609125905568
"502";"macaxeira";40;0;"recife";0;988;1;1;0;21;16;"0";"0";0;25,5825756949558;6,89570421073582;6,89569951625646;2,99475694458763
"503";"macaxeira";39;0;"camaragibe";0;988;1;1;0;54;24;"0";"1";24;61,3484692283495;6,89573801592472;6,89570728398204;2,99475694458763
"504";"macaxeira";26;1;"recife";0;3000;1;0;0;27;45;"1";"1";5,19615242270663;45;8,00637056764575;8,00637256763775;3,47712125471966
"505";"macaxeira";24;1;"recife";0;1500;0;1;0;56;58;"1";"1";7,48331477354788;58;7,31324527566947;7,31324616453584;3,17609125905568
"506";"macaxeira";25;0;"recife";0;2000;1;1;0;9;16;"1";"1";3;16;7,60090470953955;7,60090645953408;3,30102999566398
"507";"macaxeira";33;1;"recife";0;2000;1;1;0;53;44;"0";"1";44;60,2801098892805;7,6009157094543;7,60091345948158;3,30102999566398
"508";"macaxeira";41;0;"recife";0;1500;1;0;0;33;38;"1";"1";5,74456264653803;38;7,31323505364941;7,31323727583657;3,17609125905568
"509";"macaxeira";22;1;"paulista";0;1700;1;1;0;23;48;"1";"1";4,79583152331272;48;7,43839148849015;7,43840013890292;3,23044892137827
"510";"macaxeira";24;1;"recife";0;1600;1;1;0;41;34;"0";"0";0;47,4031242374328;7,37777492372462;7,37777242254115;3,20411998265592
"511";"macaxeira";22;0;"recife";0;988;1;1;0;33;27;"0";"0";0;38,744562646538;6,89571650366401;6,89571061889152;2,99475694458763
"512";"macaxeira";25;1;"recife";0;1200;0;0;0;13;17;"1";"1";3,60555127546399;17;7,09008586351312;7,09008864126196;3,07918124604762
"513";"macaxeira";49;0;"recife";0;1100;0;1;0;25;20;"0";"0";0;30;7,00308611973005;7,00308198757548;3,04139268515822
"514";"macaxeira";27;0;"recife";0;1200;0;0;0;20;10;"0";"1";10;24,4721359549996;7,09009072456853;7,09008378019642;3,07918124604762
"515";"macaxeira";39;0;"recife";0;400;1;1;0;21;20;"0";"1";20;25,5825756949558;5,99159578849545;5,99158953929613;2,60205999132796
"516";"macaxeira";42;0;"recife";1;1800;0;1;0;6;20;"1";"1";2,44948974278318;20;7,49554379573439;7,49554811670471;3,25527250510331
"517";"macaxeira";45;0;"recife";0;988;1;0;0;3;11;"1";"1";1,73205080756888;11;6,8956857710602;6,89569396651356;2,99475694458763
"518";"macaxeira";25;1;"recife";0;800;1;0;0;55;47;"0";"0";0;62,4161984870957;6,68469766147551;6,68468607459399;2,90308998699194
"519";"macaxeira";23;0;"recife";0;500;1;1;0;11;9;"0";"1";9;14,3166247903554;6,21465209745422;6,21464409777421;2,69897000433602
"520";"macaxeira";52;1;"recife";0;800;1;1;0;39;57;"1";"1";6,2449979983984;57;6,68467266331131;6,6847007862021;2,90308998699194
"521";"macaxeira";22;0;"recife";0;988;1;0;0;40;16;"0";"1";16;46,3245553203368;6,895723674469;6,89569908863781;2,99475694458763
"522";"macaxeira";36;1;"recife";0;988;1;1;0;28;21;"0";"1";21;33,2915026221292;6,89571138162896;6,89570421073582;2,99475694458763
"523";"macaxeira";23;1;"recife";0;500;1;1;0;31;7;"0";"1";7;36,56776436283;6,21473209073483;6,2146360980302;2,69897000433602
"524";"macaxeira";61;1;"recife";0;5000;0;0;0;14;55;"1";"1";3,74165738677394;55;8,51719375141608;8,51719539141382;3,69897000433602
"525";"macaxeira";53;0;"recife";0;988;0;1;0;18;6;"0";"1";6;22,2426406871193;6,89570113748016;6,89568884436308;2,99475694458763
"526";"macaxeira";27;1;"recife";0;1600;1;1;0;5;35;"1";"1";2,23606797749979;35;7,37776086135097;7,37777258000941;3,20411998265592
"527";"macaxeira";30;1;"recife";0;988;1;1;0;43;36;"0";"0";0;49,557438524302;6,8957267476554;6,89572003023286;2,99475694458763
"528";"macaxeira";58;1;"recife";0;4500;1;0;0;20;33;"1";"1";4,47213595499958;33;8,41183366341224;8,41183430538671;3,65321251377534
"529";"macaxeira";21;1;"recife";0;300;1;0;0;28;39;"1";"1";5,29150262212918;39;5,70409353738229;5,70421571412776;2,47712125471966
"530";"macaxeira";42;0;"recife";0;2000;1;0;0;2;31;"1";"1";1,4142135623731;31;7,60090295954196;7,60091020951205;3,30102999566398
"531";"macaxeira";40;1;"recife";0;1300;1;1;0;13;8;"0";"1";8;16,605551275464;7,17012723572774;7,17012427716623;3,11394335230684
"532";"macaxeira";64;0;"recife";0;998;0;1;0;33;27;"0";"0";0;38,744562646538;6,90578640815966;6,9057806407241;2,99913054128737
"533";"macaxeira";68;1;"recife";0;998;0;1;0;50;42;"0";"0";0;57,0710678118655;6,90580347565306;6,90579637654708;2,99913054128737
"534";"macaxeira";26;1;"recife";0;1050;0;0;0;11;7;"0";"0";0;14,3166247903554;6,95655542042606;6,95655241217509;3,02118929906994
"535";"macaxeira";43;1;"recife";0;1500;1;1;0;51;20;"0";"1";20;58,1414284285429;7,31324305350008;7,31322927593968;3,17609125905568
"536";"macaxeira";42;1;"recife";0;1000;1;0;0;43;8;"1";"1";6,557438524302;8;6,90779827805766;6,90776327895014;3
"537";"macaxeira";46;0;"recife";0;600;0;0;0;33;27;"0";"0";0;38,744562646538;6,39702131768168;6,39700536189853;2,77815125038364
"538";"macaxeira";49;0;"abreu e Lima";0;500;1;0;0;17;12;"0";"0";0;21,1231056256177;6,2146760961103;6,21465960467322;2,69897000433602
"539";"macaxeira";59;1;"recife";0;2000;1;1;0;6;10;"1";"1";2,44948974278318;10;7,60090395954096;7,60090495953896;3,30102999566398
"540";"macaxeira";27;1;"recife";0;1900;0;0;0;27;37;"1";"1";5,19615242270663;37;7,54961664435094;7,54961941440949;3,27875360095283
"541";"macaxeira";34;1;"recife";0;1500;0;0;0;56;23;"1";"1";7,48331477354788;23;7,31324527566947;7,31323060926028;3,17609125905568
"542";"macaxeira";35;0;"recife";0;998;0;1;0;42;35;"0";"0";0;48,4807406984079;6,90579544392774;6,90578893743931;2,99913054128737
"543";"macaxeira";38;0;"recife";0;1200;1;1;0;18;13;"0";"0";0;22,2426406871193;7,09008933569797;7,0900863894522;3,07918124604762
"544";"macaxeira";60;0;"recife";0;998;1;0;0;7;4;"0";"0";0;9,64575131106459;6,90576030437099;6,90575764801998;2,99913054128737
"545";"macaxeira";71;0;"recife";0;1000;1;0;0;30;24;"0";"0";0;35,4772255750517;6,90778527853215;6,90777980145588;3
"546";"macaxeira";33;1;"recife";0;3000;1;0;0;24;27;"1";"1";4,89897948556636;27;8,00637023431336;8,00637056764575;3,47712125471966
"547";"macaxeira";35;0;"recife";0;998;0;1;0;36;30;"0";"0";0;42;6,90578942009142;6,90578339621882;2,99913054128737
"548";"macaxeira";42;1;"recife";0;5988;1;0;0;36;26;"1";"1";6;26;8,69751374955105;8,69751347065906;3,77728179167101
"549";"macaxeira";60;0;"recife";0;2000;1;0;0;46;50;"1";"1";6,78232998312527;50;7,60091395947596;7,60091495946396;3,30102999566398
"550";"macaxeira";35;1;"recife";0;1100;1;0;0;28;56;"1";"1";5,29150262212918;56;7,00308859901459;7,00311173870727;3,04139268515822
"551";"macaxeira";60;0;"recife";0;3000;0;0;0;7;26;"1";"1";2,64575131106459;26;8,00636834542772;8,00637045653496;3,47712125471966
"552";"macaxeira";34;1;"recife";0;2000;1;0;0;51;43;"0";"0";0;58,1414284285429;7,6009152094608;7,60091342412486;3,30102999566398
"553";"macaxeira";40;1;"recife";0;1000;1;0;0;48;22;"1";"1";6,92820323027551;22;6,90780327783017;6,90777727874014;3
"554";"macaxeira";36;1;"recife";0;1800;0;0;0;38;31;"0";"0";0;44,164414002969;7,49555367221054;7,49555176963413;3,25527250510331
"555";"macaxeira";46;1;"recife";0;1500;1;1;0;7;16;"1";"1";2,64575131106459;16;7,31322349819657;7,31322749817613;3,17609125905568
"556";"macaxeira";28;1;"recife";0;1500;0;0;0;55;22;"1";"1";7,41619848709566;22;7,31324483123599;7,31323016482028;3,17609125905568
"557";"macaxeira";26;1;"recife";0;1000;0;1;0;10;28;"1";"1";3,16227766016838;28;6,90776527893214;6,90778327859014;3
"558";"macaxeira";56;1;"jaboatao";0;6000;0;1;0;43;10;"1";"1";6,557438524302;10;8,69951594265392;8,69951502598793;3,77815125038364
"559";"macaxeira";22;0;"recife";0;1050;1;1;0;41;34;"0";"0";0;47,4031242374328;6,95658263066872;6,95657682304539;3,02118929906994
"560";"macaxeira";59;1;"recife";0;3000;1;1;0;58;9;"1";"1";7,61577310586391;9;8,00637401207393;8,00636856764975;3,47712125471966
"561";"macaxeira";19;0;"recife";0;1000;1;1;0;26;20;"0";"0";0;31,0990195135928;6,90778127864414;6,9077761797442;3
"562";"macaxeira";78;1;"olinda";0;3000;0;1;0;50;42;"0";"0";0;57,0710678118655;8,00637312319037;8,00637233752023;3,47712125471966
"563";"macaxeira";24;1;"recife";0;1000;1;0;0;56;48;"0";"0";0;63,4833147735479;6,9078112774142;6,90780379449047;3
"564";"macaxeira";35;1;"recife";0;1500;1;1;0;31;25;"0";"0";0;36,56776436283;7,31323416477317;7,31323169024226;3,17609125905568
"565";"macaxeira";23;0;"recife";0;400;1;0;0;26;20;"1";"1";5,09901951359278;20;5,99162703390629;5,99158953929613;2,60205999132796
"566";"macaxeira";24;1;"recife";0;1000;1;0;0;41;43;"1";"1";6,40312423743285;43;6,90779627814166;6,90779827805766;3
"567";"macaxeira";30;1;"recife";0;1500;1;1;0;11;37;"1";"1";3,3166247903554;37;7,31322527596724;7,31323683139954;3,17609125905568
"568";"macaxeira";40;1;"recife";0;1000;1;1;0;12;47;"1";"1";3,46410161513775;47;6,90776727891014;6,90780227787767;3
"569";"macaxeira";29;0;"recife";0;2000;1;1;0;13;20;"1";"1";3,60555127546399;20;7,6009057095368;7,60090745952958;3,30102999566398
"570";"macaxeira";42;1;"recife";0;2000;1;0;0;17;12;"0";"0";0;21,1231056256177;7,60090670953305;7,60090567876049;3,30102999566398
"571";"macaxeira";25;1;"recife";0;1000;1;0;0;57;49;"0";"0";0;64,5498344352708;6,9078122773577;6,90780472792508;3
"572";"macaxeira";30;1;"recife";0;1000;1;1;0;38;31;"0";"0";0;44,164414002969;6,90779327826016;6,90778711406139;3
"573";"macaxeira";45;1;"recife";0;1500;1;0;0;30;24;"0";"0";0;35,4772255750517;7,31323372033475;7,31323128604176;3,17609125905568
"574";"macaxeira";32;0;"recife";0;400;1;1;0;25;30;"1";"1";5;30;5,99162078490222;5,99165202953205;2,60205999132796
"575";"macaxeira";26;0;"recife";0;1800;1;0;0;51;18;"1";"1";7,14142842854285;18;7,49555768450111;7,49554749942438;3,25527250510331
"576";"macaxeira";35;0;"recife";0;2500;0;0;0;52;44;"0";"0";0;59,211102550928;7,82405433082168;7,82405317705421;3,39794000867204
"577";"macaxeira";35;1;"recife";0;1000;1;0;0;7;11;"1";"1";2,64575131106459;11;6,90776227895764;6,90776627892164;3
"578";"macaxeira";38;0;"recife";0;1500;1;0;0;42;35;"0";"0";0;48,4807406984079;7,31323905358275;7,31323617330317;3,17609125905568
"579";"macaxeira";51;1;"recife";0;1000;1;0;0;46;36;"1";"1";6,78232998312527;36;6,90780127792417;6,90779127833415;3
