"";"parque";"idade";"sexo";"cidade";"escolar";"renda";"infraestrutura";"sombra";"temperatura";"lance1";"lance2";"resp1";"resp2";"bidl";"bidh";"lnRendat1";"lnRendat2";"lnRenda"
"774";"santana";71;1;"recife";0;1996;1;1;0;5;40;"1";"1";2,23606797749979;40;7,59890171188566;7,59891049694133;3,30016053695135
"775";"santana";56;0;"recife";0;6000;0;1;0;23;29;"1";"0";4,79583152331272;29;8,69951538709888;8,69951555376542;3,77815125038364
"776";"santana";61;0;"recife";0;3000;1;0;0;50;52;"1";"1";7,07106781186548;52;8,00637312319037;8,00637334541133;3,47712125471966
"777";"santana";58;0;"recife";0;1075;1;1;0;35;39;"1";"1";5,91607978309962;39;6,98010622674456;6,98010968796419;3,03140846425162
"778";"santana";41;0;"recife";1;5000;1;1;0;51;56;"1";"1";7,14142842854285;56;8,51719523141416;8,51719543141373;3,69897000433602
"779";"santana";38;1;"recife";0;5000;1;1;0;14;25;"1";"1";3,74165738677394;25;8,51719375141608;8,51719419141574;3,69897000433602
"780";"santana";58;1;"recife";0;3000;1;1;0;35;18;"0";"0";18;40,9160797830996;8,00637145653157;8,00636956764825;3,47712125471966
"781";"santana";40;0;"recife";0;4990;1;1;0;26;40;"1";"1";5,09901951359278;40;8,51519223291753;8,51519279516353;3,69810054562339
"782";"santana";52;1;"recife";1;6986;1;1;0;43;16;"0";"0";16;49,557438524302;8,85166430643817;8,85166375320739;3,84422858130163
"783";"santana";68;1;"recife";0;3269;1;1;0;47;49;"1";"0";6,85565460040104;49;8,09224380484408;8,09224399199769;3,51441492058037
"784";"santana";50;1;"recife";0;1500;1;1;0;40;55;"1";"1";6,32455532033676;55;7,31323816471006;7,31324483123599;3,17609125905568
"785";"santana";43;0;"recife";0;400;1;1;0;59;60;"1";"1";7,68114574786861;60;5,99183322913641;5,99183947681306;2,60205999132796
"786";"santana";40;1;"recife";1;8500;0;0;0;30;42;"1";"1";5,47722557505166;42;9,04782185770324;9,04782202379312;3,92941892571429
"787";"santana";38;0;"recife";0;7000;1;1;0;40;46;"1";"1";6,32455532033676;46;8,85366624436365;8,85366636681252;3,84509804001426
"788";"santana";60;0;"recife";0;4500;1;1;0;51;36;"0";"0";36;58,1414284285429;8,41183519427376;8,41183445353461;3,65321251377534
"789";"santana";38;1;"camaragibe";0;3500;1;1;0;36;51;"1";"1";6;51;8,1605211862487;8,16052241073415;3,54406804435028
"790";"santana";30;1;"recife";0;1100;1;1;0;11;25;"1";"1";3,3166247903554;25;7,00307454965423;7,00308611973005;3,04139268515822
"791";"santana";56;1;"recife";0;5000;1;1;0;52;58;"1";"1";7,21110255092798;58;8,51719527141407;8,51719551141355;3,69897000433602
"792";"santana";69;1;"recife";0;20000;1;1;0;18;38;"1";"1";4,24264068711928;38;9,90348759753613;9,90348764753612;4,30102999566398
"793";"santana";57;0;"recife";1;10000;1;1;0;26;17;"0";"0";17;31,0990195135928;9,21034063197615;9,21034054197617;4
"794";"santana";31;1;"recife";0;3025;1;1;0;56;45;"0";"1";45;63,4833147735479;8,01467249024678;8,01467128814973;3,48072537898849
"795";"santana";23;0;"recife";0;800;1;1;0;9;4;"0";"1";4;12;6,68462579006905;6,6846179776484;2,90308998699194
"796";"santana";38;1;"recife";0;1600;1;1;0;13;10;"0";"1";10;16,605551275464;7,37776398633998;7,37776281447024;3,20411998265592
"797";"santana";51;0;"recife";0;3500;1;1;0;18;10;"0";"1";10;22,2426406871193;8,16051971686418;8,1605190638037;3,54406804435028
"798";"santana";24;0;"recife";0;550;0;1;0;22;13;"0";"1";13;26,6904157598234;6,30999100285474;6,30996125250972;2,74036268949424
"799";"santana";55;1;"recife";0;4000;1;1;0;57;60;"1";"1";7,54983443527075;60;8,29405320259568;8,294053390095;3,60205999132796
"800";"santana";38;1;"recife";0;1600;1;1;0;10;12;"1";"1";3,16227766016838;12;7,37776281447024;7,37776359571689;3,20411998265592
"801";"santana";46;1;"recife";0;1400;0;1;0;33;10;"0";"0";10;38,744562646538;7,24424435219631;7,24423261763115;3,14612803567824
"802";"santana";39;0;"recife";0;1400;1;1;0;10;12;"1";"1";3,16227766016838;12;7,24423261763115;7,24423363803359;3,14612803567824
"803";"santana";36;0;"recife";0;1500;1;1;0;60;42;"0";"0";42;67,7459666924148;7,31324705340142;7,31323905358275;3,17609125905568
"804";"santana";28;0;"recife";0;1020;1;1;0;29;44;"1";"0";5,3851648071345;44;6,9275857797845;6,92760019681043;3,00860017176192
"805";"santana";27;0;"recife";0;600;1;1;0;18;51;"1";"1";4,24264068711928;51;6,39697965396619;6,39707131184904;2,77815125038364
"806";"santana";36;0;"recife";0;998;1;1;0;11;48;"1";"0";3,3166247903554;48;6,90576432038283;6,90580146772778;2,99913054128737
"807";"santana";64;1;"recife";0;1240;1;1;0;53;60;"1";"0";7,28010988928052;60;7,12290112730784;7,12290567968999;3,09342168516224
"808";"santana";33;1;"recife";0;3600;1;1;0;26;31;"1";"1";5,09901951359278;31;8,18869113061503;8,18869151641665;3,55630250076729
"809";"santana";32;0;"recife";0;120;1;1;0;39;40;"1";"1";6,2449979983984;40;4,79019641518917;4,79026566966477;2,07918124604762
"810";"santana";56;0;"recife";0;1996;1;1;0;17;45;"1";"1";4,12310562561766;45;7,59890472391344;7,59891175194298;3,30016053695135
"811";"santana";60;1;"recife";0;3000;1;1;0;17;16;"0";"0";16;21,1231056256177;8,00636945653735;8,00636934542644;3,47712125471966
"812";"santana";32;0;"recife";0;4000;1;1;0;33;53;"1";"0";5,74456264653803;53;8,2940517025999;8,29405295259654;3,60205999132796
"813";"santana";42;0;"recife";0;6000;1;1;0;53;48;"0";"0";48;60,2801098892805;8,69951622043133;8,69951608154264;3,77815125038364
"814";"santana";19;1;"recife";0;1000;1;1;0;28;47;"1";"1";5,29150262212918;47;6,90778327859014;6,90780227787767;3
"815";"santana";52;0;"recife";0;3000;1;1;0;46;27;"0";"1";27;52,7823299831253;8,0063726787483;8,00637056764575;3,47712125471966
"816";"santana";48;0;"recife";0;3000;1;1;0;18;38;"1";"1";4,24264068711928;38;8,00636956764825;8,00637178986356;3,47712125471966
"817";"santana";57;1;"recife";0;5000;1;1;0;37;39;"1";"1";6,08276253029822;39;8,51719467141514;8,51719475141502;3,69897000433602
"818";"santana";56;0;"recife";0;5000;1;1;0;50;44;"0";"1";44;57,0710678118655;8,51719519141424;8,51719495141469;3,69897000433602
"819";"santana";48;1;"recife";0;998;1;1;0;34;40;"1";"0";5,8309518948453;40;6,90578741213792;6,90579343598634;2,99913054128737
"820";"santana";34;0;"recife";0;2100;0;1;0;23;13;"0";"0";13;27,7958315233127;7,64969783911742;7,64969557155297;3,32221929473392
"821";"santana";64;1;"recife";0;800;0;1;0;33;36;"1";"1";5,74456264653803;36;6,68466328883863;6,68466797608596;2,90308998699194
"822";"santana";24;0;"recife";0;100;0;1;0;18;9;"0";"1";9;22,2426406871193;4,60696856792947;4,60606978123093;2
"823";"santana";27;1;"recife";0;2000;0;1;0;22;13;"0";"1";13;26,6904157598234;7,60090795952696;7,6009057095368;3,30102999566398
"824";"santana";43;0;"recife";0;2400;1;1;0;7;30;"1";"0";2,64575131106459;30;7,78322523161308;7,78322922465581;3,38021124171161
"825";"santana";43;0;"recife";1;2000;0;1;0;38;32;"0";"1";32;44,164414002969;7,60091195949696;7,60091045951008;3,30102999566398
"826";"santana";32;0;"recife";0;1020;1;1;0;40;33;"0";"1";33;46,3245553203368;6,92759635229051;6,92758962434507;3,00860017176192
"827";"santana";55;0;"recife";0;200;0;1;0;54;42;"0";"1";42;61,3484692283495;5,29966645611733;5,29936681568361;2,30102999566398
"828";"santana";34;0;"recife";0;1300;1;1;0;12;7;"0";"1";7;15,4641016151378;7,17012664401614;7,17012368545288;3,11394335230684
"829";"santana";33;1;"recife";0;1650;1;1;0;52;13;"0";"0";13;59,211102550928;7,40854966680405;7,40853534190618;3,21748394421391
"830";"santana";31;1;"recife";0;640;1;1;0;34;31;"0";"0";31;39,8309518948453;6,46155118072126;6,46154385708361;2,80617997398389
"831";"santana";51;1;"recife";1;4500;1;1;0;50;53;"1";"0";7,07106781186548;53;8,41183514489117;8,41183529303894;3,65321251377534
"832";"santana";42;0;"recife";0;2000;1;1;0;34;31;"0";"1";31;39,8309518948453;7,60091095950596;7,60091020951205;3,30102999566398
"833";"santana";61;1;"recife";0;4000;1;1;0;45;54;"1";"1";6,70820393249937;54;8,29405245259807;8,29405301509633;3,60205999132796
"834";"santana";28;0;"recife";0;1850;1;1;0;41;50;"1";"1";6,40312423743285;50;7,52295289754773;7,52295552716946;3,26717172840301
"835";"santana";25;1;"recife";0;998;1;1;0;27;35;"1";"0";5,19615242270663;35;6,90578038426891;6,90578841611518;2,99913054128737
"836";"santana";38;1;"recife";0;1600;1;1;0;5;22;"1";"0";2,23606797749979;22;7,37776086135097;7,37776750194095;3,20411998265592
"837";"santana";22;1;"recife";0;600;1;1;0;21;26;"1";"1";4,58257569495584;26;6,39698798684816;6,39700187483047;2,77815125038364
"838";"santana";25;0;"recife";0;900;1;1;0;38;8;"0";"1";8;44,164414002969;6,80244167580415;6,80240463981875;2,95424250943932
"839";"santana";28;1;"recife";0;1900;1;1;0;49;51;"1";"1";7;51;7,54962273846962;7,54962329247856;3,27875360095283
"840";"santana";27;0;"recife";0;998;1;1;0;11;8;"0";"1";8;14,3166247903554;6,90576432038283;6,90576130837546;2,99913054128737
"841";"santana";35;1;"recife";0;900;1;1;0;12;9;"0";"1";9;15,4641016151378;6,80240957802939;6,80240587437369;2,95424250943932
"842";"santana";44;0;"recife";0;1450;1;1;0;11;10;"0";"1";10;14,3166247903554;7,27932406726776;7,27932359164588;3,16136800223497
"843";"santana";37;0;"camaragibe";0;2500;1;1;0;25;57;"1";"0";5;57;7,82405001084829;7,82405513081471;3,39794000867204
"844";"santana";23;1;"jaboatao";0;300;1;1;0;6;49;"1";"0";2,44948974278318;49;5,70384913910074;5,70432677094454;2,47712125471966
"845";"santana";26;1;"jaboatao";0;998;1;1;0;28;10;"0";"1";10;33,2915026221292;6,90578138825322;6,90576331638138;2,99913054128737
"846";"santana";27;0;"recife";0;1200;1;1;0;26;13;"0";"1";13;31,0990195135928;7,09009489116865;7,09008586351312;3,07918124604762
"847";"santana";33;1;"recife";0;1450;1;1;0;36;15;"0";"1";15;42;7,27933595774128;7,27932596975302;3,16136800223497
"848";"santana";43;0;"recife";0;2000;1;1;0;28;50;"1";"1";5,29150262212918;50;7,60090945951758;7,60091495946396;3,30102999566398
"849";"santana";38;1;"recife";0;2400;1;1;0;13;11;"0";"1";11;16,605551275464;7,78322627327793;7,78322592605644;3,38021124171161
"850";"santana";25;1;"recife";0;998;1;1;0;28;43;"1";"0";5,29150262212918;43;6,90578138825322;6,90579644789694;2,99913054128737
"851";"santana";40;0;"recife";1;3000;1;1;0;28;50;"1";"1";5,29150262212918;50;8,00637067875652;8,00637312319037;3,47712125471966
"852";"santana";30;1;"recife";0;500;1;1;0;14;12;"0";"1";12;17,7416573867739;6,21466409685425;6,21465609727023;2,69897000433602
"853";"santana";36;0;"recife";0;7000;1;1;0;16;23;"1";"1";4;23;8,85366575456801;8,8536658974251;3,84509804001426
"854";"santana";34;0;"recife";0;2000;1;1;0;19;51;"1";"1";4,35889894354067;51;7,6009072095308;7,6009152094608;3,30102999566398
"855";"santana";35;1;"recife";0;2000;1;1;0;27;40;"1";"1";5,19615242270663;40;7,6009092095193;7,60091245949208;3,30102999566398
"856";"santana";57;0;"recife";0;15000;1;1;0;47;31;"0";"0";31;53,855654600401;9,61580568897321;9,61580561786212;4,17609125905568
"857";"santana";30;0;"recife";0;6000;1;0;0;49;54;"1";"1";7;54;8,69951610932038;8,69951624820907;3,77815125038364
"858";"santana";29;0;"recife";0;1700;1;1;0;39;30;"0";"1";30;45,2449979983984;7,43839702476294;7,43839391061327;3,23044892137827
"859";"santana";43;1;"recife";1;5000;1;1;0;59;60;"1";"1";7,68114574786861;60;8,51719555141345;8,51719559141336;3,69897000433602
"860";"santana";26;0;"recife";0;1000;1;1;0;45;42;"0";"0";42;51,7082039324994;6,90780027796967;6,90779727810016;3
"861";"santana";28;0;"recife";0;1400;0;1;0;15;4;"0";"1";4;18,8729833462074;7,24423516863529;7,24422955641759;3,14612803567824
"862";"santana";32;0;"recife";0;2000;1;1;0;60;50;"0";"1";50;67,7459666924148;7,60091745942958;7,60091495946396;3,30102999566398
"863";"santana";39;1;"recife";0;1500;1;1;0;58;50;"0";"1";50;65,6157731058639;7,31324616453584;7,31324260906561;3,17609125905568
"864";"santana";24;0;"olinda";0;2500;1;1;0;54;17;"0";"1";17;61,3484692283495;7,82405465081897;7,82404873085259;3,39794000867204
"865";"santana";55;1;"recife";0;1485;1;1;0;18;29;"1";"1";4,24264068711928;29;7,30317821363589;7,30318320173587;3,17172645365323
"866";"santana";42;0;"recife";0;5000;1;1;0;39;59;"1";"1";6,2449979983984;59;8,51719475141502;8,51719555141345;3,69897000433602
"867";"santana";40;0;"recife";0;8500;1;1;0;21;60;"1";"1";4,58257569495584;60;9,04782173313581;9,04782227292789;3,92941892571429
"868";"santana";35;1;"recife";0;5000;1;0;0;43;28;"0";"1";28;49,557438524302;8,51719491141476;8,51719431141561;3,69897000433602
"869";"santana";31;1;"recife";0;5000;0;1;0;45;33;"0";"0";33;51,7082039324994;8,51719499141462;8,51719451141537;3,69897000433602
"870";"santana";35;0;"recife";0;7000;1;1;0;49;50;"1";"1";7;50;8,85366642803695;8,85366644844509;3,84509804001426
"871";"santana";37;1;"recife";0;5000;1;1;0;45;33;"0";"0";33;51,7082039324994;8,51719499141462;8,51719451141537;3,69897000433602
"872";"santana";58;1;"recife";0;1200;1;1;0;18;40;"1";"0";4,24264068711928;40;7,09008933569797;7,09010461316807;3,07918124604762
"873";"santana";39;0;"recife";0;5000;1;1;0;39;44;"1";"1";6,2449979983984;44;8,51719475141502;8,51719495141469;3,69897000433602
"874";"santana";35;1;"recife";0;5000;0;1;0;39;25;"0";"1";25;45,2449979983984;8,51719475141502;8,51719419141574;3,69897000433602
"875";"santana";38;0;"recife";1;7000;1;1;0;27;17;"0";"0";17;32,1961524227066;8,85366597905771;8,85366577497617;3,84509804001426
"876";"santana";71;0;"recife";0;1000;1;1;0;45;31;"0";"0";31;51,7082039324994;6,90780027796967;6,90778627850165;3
"877";"santana";29;1;"recife";0;6000;1;1;0;6;4;"0";"0";4;8,44948974278318;8,69951491487685;8,6995148593213;3,77815125038364
"878";"santana";42;0;"recife";0;6000;1;1;0;8;25;"1";"1";2,82842712474619;25;8,69951497043239;8,69951544265439;3,77815125038364
"879";"santana";37;1;"recife";0;5000;0;1;0;35;24;"0";"0";24;40,9160797830996;8,51719459141526;8,51719415141578;3,69897000433602
"880";"santana";47;1;"recife";0;6000;1;1;0;28;35;"1";"0";5,29150262212918;35;8,69951552598767;8,69951572043194;3,77815125038364
"881";"santana";35;1;"recife";0;5000;1;1;0;5;58;"1";"1";2,23606797749979;58;8,51719339141622;8,51719551141355;3,69897000433602
"882";"santana";33;0;"recife";0;1500;1;1;0;7;5;"0";"0";5;9,64575131106459;7,31322349819657;7,31322260931005;3,17609125905568
"883";"santana";54;0;"recife";0;10000;1;1;0;47;17;"0";"0";17;53,855654600401;9,21034084197607;9,21034054197617;4
"884";"santana";42;0;"recife";0;4000;1;1;0;27;56;"1";"1";5,19615242270663;56;8,2940513276006;8,2940531400959;3,60205999132796
"885";"santana";70;1;"recife";0;1000;1;1;0;21;8;"0";"0";8;25,5825756949558;6,90777627876164;6,90776327895014;3
"886";"santana";34;1;"recife";0;3800;1;1;0;20;13;"0";"0";13;24,4721359549996;8,24275773075507;8,24275724599108;3,57978359661681
"887";"santana";58;1;"recife";0;4000;0;1;0;29;20;"0";"0";20;34,3851648071345;8,29405145260039;8,29405089010125;3,60205999132796
"888";"santana";47;1;"gravata";0;2000;0;1;0;52;42;"0";"0";42;59,211102550928;7,60091545945758;7,60091295948696;3,30102999566398
"889";"santana";42;0;"recife";0;5000;1;1;0;25;58;"1";"1";5;58;8,51719419141574;8,51719551141355;3,69897000433602
"890";"santana";65;0;"recife";0;1000;1;1;0;24;16;"0";"0";16;28,8989794855664;6,90777927869414;6,90777127885414;3
"891";"santana";70;1;"recife";0;1000;1;1;0;12;10;"0";"0";10;15,4641016151378;6,90776727891014;6,90776527893214;3
"892";"santana";30;1;"recife";0;4000;1;0;0;19;13;"0";"0";13;23,3588989435407;8,29405082760132;8,2940504526017;3,60205999132796
"893";"santana";37;1;"recife";0;5000;0;1;0;40;39;"0";"0";39;46,3245553203368;8,51719479141496;8,51719475141502;3,69897000433602
"894";"santana";42;1;"recife";0;2000;1;1;0;47;57;"1";"0";6,85565460040104;57;7,60091420947305;7,60091670944055;3,30102999566398
"895";"santana";38;1;"recife";0;8000;1;1;0;48;55;"1";"0";6,92820323027551;55;8,98719757066169;8,9871976800366;3,90308998699194
"896";"santana";32;0;"recife";0;1600;0;0;0;5;34;"1";"1";2,23606797749979;34;7,37776086135097;7,37777218938968;3,20411998265592
"897";"santana";45;0;"recife";0;7000;0;1;0;35;39;"1";"1";5,91607978309962;39;8,85366614232291;8,8536662239555;3,84509804001426
"898";"santana";32;1;"recife";0;5000;1;1;0;40;35;"0";"0";35;46,3245553203368;8,51719479141496;8,51719459141526;3,69897000433602
"899";"santana";96;1;"recife";0;1000;1;1;0;50;16;"0";"0";16;57,0710678118655;6,90780527773218;6,90777127885414;3
"900";"santana";65;1;"recife";0;6000;1;1;0;17;22;"1";"1";4,12310562561766;22;8,6995152204323;8,69951535932112;3,77815125038364
"901";"santana";82;1;"recife";0;1000;1;1;0;59;7;"0";"0";7;66,6811457478686;6,90781427724171;6,90776227895764;3
"902";"santana";36;0;"recife";0;10000;1;1;0;39;51;"1";"0";6,2449979983984;51;9,21034076197611;9,21034088197605;4
"903";"santana";37;1;"recife";0;6500;0;1;0;50;11;"0";"0";11;57,0710678118655;8,77955863931498;8,77955771623872;3,81291335664285
"904";"santana";56;1;"recife";0;3500;1;1;0;39;36;"0";"0";36;45,2449979983984;8,16052143114591;8,1605211862487;3,54406804435028
"905";"santana";67;1;"jaboatao";0;1000;1;1;0;16;9;"0";"0";9;20;6,90777127885414;6,90776427894164;3
"906";"santana";36;1;"recife";0;5000;0;1;0;57;26;"0";"0";26;64,5498344352708;8,51719547141364;8,5171942314157;3,69897000433602
"907";"santana";45;1;"recife";0;5000;1;1;0;48;58;"1";"1";6,92820323027551;58;8,5171951114144;8,51719551141355;3,69897000433602
"908";"santana";53;1;"recife";0;6000;1;1;0;56;60;"1";"1";7,48331477354788;60;8,69951630376454;8,69951641487547;3,77815125038364
"909";"santana";39;1;"recife";1;18000;0;1;0;43;60;"1";"1";6,557438524302;60;9,79812716959434;9,79812722206347;4,25527250510331
"910";"santana";66;0;"recife";0;1000;0;1;0;22;20;"0";"0";20;26,6904157598234;6,90777727874014;6,90777527878214;3
"911";"santana";35;1;"recife";0;4000;1;0;0;28;32;"1";"1";5,29150262212918;32;8,2940513901005;8,29405164010003;3,60205999132796
"912";"santana";43;0;"recife";0;10000;0;1;0;5;60;"1";"0";2,23606797749979;60;9,21034042197618;9,210340971976;4
"913";"santana";37;0;"recife";0;4000;1;1;0;32;41;"1";"0";5,65685424949238;41;8,29405164010003;8,29405220259874;3,60205999132796
"914";"santana";75;1;"recife";0;8000;1;0;0;10;11;"1";"0";3,16227766016838;11;8,98719697691196;8,98719699253696;3,90308998699194
"915";"santana";44;1;"recife";0;5000;1;1;0;46;59;"1";"1";6,78232998312527;59;8,51719503141454;8,51719555141345;3,69897000433602
"916";"santana";32;1;"recife";0;5000;1;1;0;37;48;"1";"1";6,08276253029822;48;8,51719467141514;8,5171951114144;3,69897000433602
"917";"santana";31;1;"recife";0;5000;1;1;0;35;16;"0";"0";16;40,9160797830996;8,51719459141526;8,51719383141603;3,69897000433602
"918";"santana";39;1;"recife";0;1000;1;1;0;59;60;"1";"1";7,68114574786861;60;6,90781427724171;6,90781527718221;3
"919";"santana";25;0;"recife";0;1000;1;0;0;14;26;"1";"1";3,74165738677394;26;6,90776927888414;6,90778127864414;3
"920";"santana";58;1;"recife";0;8000;0;0;0;45;60;"1";"1";6,70820393249937;60;8,98719752378673;8,98719775816153;3,90308998699194
"921";"santana";53;1;"recife";0;10000;0;1;0;53;40;"0";"1";40;60,2801098892805;9,21034090197604;9,2103407719761;4
"922";"lagoaaraca";71;0;"recife";0;1431;0;0;0;5;3;"0";"0";3;7,23606797749979;7,26613122124466;7,26613024457009;3,15563963375978
"923";"lagoaaraca";42;1;"recife";1;954;0;0;0;46;48;"1";"0";6,78232998312527;48;6,86071421317874;6,86071641058733;2,9795483747041
"924";"lagoaaraca";26;0;"recife";0;477;0;0;0;37;43;"1";"0";6,08276253029822;43;6,16767909430117;6,16770545993094;2,67851837904011
"925";"lagoaaraca";62;1;"recife";0;477;0;0;0;41;45;"1";"1";6,40312423743285;45;6,16769667146492;6,16771424831972;2,67851837904011
"926";"lagoaaraca";52;1;"recife";0;954;0;0;0;12;15;"1";"0";3,46410161513775;15;6,86067685649381;6,86068015272803;2,9795483747041
"927";"lagoaaraca";55;1;"recife";0;477;0;0;0;46;44;"0";"0";44;52,7823299831253;6,16771864248515;6,16770985413499;2,67851837904011
"928";"lagoaaraca";46;1;"recife";0;4270;0;0;0;11;8;"0";"0";8;14,3166247903554;8,3593697095275;8,35936954498986;3,63042787502502
"929";"lagoaaraca";32;1;"recife";1;477;0;0;0;16;13;"0";"0";13;20;6,16758680912233;6,16757362483009;2,67851837904011
"930";"lagoaaraca";48;0;"recife";1;954;0;0;0;16;19;"1";"0";4;19;6,86068125147035;6,86068454769008;2,9795483747041
"931";"lagoaaraca";52;1;"recife";0;477;0;0;0;21;25;"1";"1";4,58257569495584;25;6,16760878255645;6,16762636095611;2,67851837904011
"932";"lagoaaraca";28;0;"recife";0;477;0;0;0;14;17;"1";"1";3,74165738677394;17;6,16757801961349;6,16759120384778;2,67851837904011
"933";"lagoaaraca";60;0;"recife";0;477;0;0;0;40;35;"0";"0";35;46,3245553203368;6,16769227720295;6,16767030560344;2,67851837904011
"934";"lagoaaraca";62;0;"recife";0;477;0;0;0;3;5;"1";"1";1,73205080756888;5;6,16752967593386;6,16753846586763;2,67851837904011
"935";"lagoaaraca";50;1;"recife";1;4270;0;0;0;48;50;"1";"1";6,92820323027551;50;8,3593717388229;8,35937184851443;3,63042787502502
"936";"lagoaaraca";48;0;"recife";0;1431;0;0;0;46;48;"1";"0";6,78232998312527;48;7,26615124286313;7,26615221951719;3,15563963375978
"937";"lagoaaraca";73;0;"recife";1;1431;0;0;0;46;44;"0";"0";44;52,7823299831253;7,26615124286313;7,26615026620811;3,15563963375978
"938";"lagoaaraca";22;1;"recife";0;477;0;0;0;48;50;"1";"0";6,92820323027551;50;6,16772743075808;6,16773621895377;2,67851837904011
"939";"lagoaaraca";43;1;"recife";0;477;0;0;0;8;10;"1";"0";2,82842712474619;10;6,16755165062342;6,16756044036403;2,67851837904011
"940";"lagoaaraca";37;1;"recife";0;1431;0;0;0;43;40;"0";"0";40;49,557438524302;7,26614977788025;7,26614831289522;3,15563963375978
"941";"lagoaaraca";73;0;"recife";1;2385;0;0;0;20;16;"0";"0";16;24,4721359549996;7,77695791935158;7,77695721614674;3,37748838337613
"942";"lagoaaraca";50;1;"recife";1;2385;0;0;0;27;16;"0";"0";16;32,1961524227066;7,77695914995886;7,77695721614674;3,37748838337613
"943";"lagoaaraca";24;1;"recife";1;954;0;0;0;17;20;"1";"1";4,12310562561766;20;6,86068235021147;6,86068564642758;2,9795483747041
"944";"lagoaaraca";76;0;"recife";0;477;0;0;0;18;21;"1";"1";4,24264068711928;21;6,16759559855392;6,16760878255645;2,67851837904011
"945";"lagoaaraca";27;0;"recife";1;2385;0;0;0;30;40;"1";"0";5,47722557505166;40;7,77695967736151;7,77696143536835;3,37748838337613
"946";"lagoaaraca";31;1;"recife";0;477;0;0;0;27;16;"0";"0";16;32,1961524227066;6,16763515004007;6,16758680912233;2,67851837904011
"947";"lagoaaraca";44;0;"recife";0;477;0;0;0;22;14;"0";"0";14;26,6904157598234;6,16761317718533;6,16757801961349;2,67851837904011
"948";"lagoaaraca";41;1;"recife";0;954;0;0;0;22;30;"1";"1";4,69041575982343;30;6,86068784389895;6,86069663373614;2,9795483747041
"949";"lagoaaraca";35;1;"recife";0;954;0;0;0;32;41;"1";"1";5,65685424949238;41;6,86069883118336;6,86070871963612;2,9795483747041
"950";"lagoaaraca";22;0;"recife";0;477;0;0;0;43;40;"0";"0";40;49,557438524302;6,16770545993094;6,16769227720295;2,67851837904011
"951";"lagoaaraca";57;0;"recife";1;954;0;0;0;24;20;"0";"1";20;28,8989794855664;6,86069004136549;6,86068564642758;2,9795483747041
"952";"lagoaaraca";39;0;"recife";0;954;0;0;0;32;23;"0";"0";23;37,6568542494924;6,86069883118336;6,86068894263282;2,9795483747041
"953";"lagoaaraca";18;0;"recife";0;477;0;0;0;35;28;"0";"0";28;40,9160797830996;6,16767030560344;6,16763954455308;2,67851837904011
"954";"lagoaaraca";71;1;"recife";1;4270;0;0;0;24;20;"0";"1";20;28,8989794855664;8,35937042252365;8,35937020314028;3,63042787502502
"955";"lagoaaraca";64;1;"recife";0;1431;0;0;0;50;44;"0";"0";44;57,0710678118655;7,2661531961703;7,26615026620811;3,15563963375978
"956";"lagoaaraca";57;1;"recife";0;954;0;0;0;11;8;"0";"0";8;14,3166247903554;6,86067575774665;6,86067246149795;2,9795483747041
"957";"lagoaaraca";70;1;"recife";1;1431;0;0;0;13;10;"0";"1";10;16,605551275464;7,2661351279334;7,26613366292691;3,15563963375978
"958";"lagoaaraca";70;1;"recife";0;954;0;0;0;11;8;"0";"0";8;14,3166247903554;6,86067575774665;6,86067246149795;2,9795483747041
"959";"lagoaaraca";54;1;"recife";0;954;0;0;0;17;14;"0";"0";14;21,1231056256177;6,86068235021147;6,86067905398449;2,9795483747041
"960";"lagoaaraca";64;0;"recife";0;477;0;0;0;24;18;"0";"0";18;28,8989794855664;6,16762196638516;6,16759559855392;2,67851837904011
"961";"lagoaaraca";39;0;"recife";0;954;0;0;0;16;19;"1";"1";4;19;6,86068125147035;6,86068454769008;2,9795483747041
"962";"lagoaaraca";27;0;"recife";1;477;0;0;0;45;43;"0";"0";43;51,7082039324994;6,16771424831972;6,16770545993094;2,67851837904011
"963";"lagoaaraca";42;1;"recife";1;954;0;0;0;46;44;"0";"0";44;52,7823299831253;6,86071421317874;6,86071201576531;2,9795483747041
"964";"lagoaaraca";31;0;"recife";1;1431;0;0;0;38;32;"0";"0";32;44,164414002969;7,26614733623734;7,26614440625799;3,15563963375978
"965";"lagoaaraca";42;1;"recife";1;1431;0;0;0;43;40;"0";"0";40;49,557438524302;7,26614977788025;7,26614831289522;3,15563963375978
"966";"lagoaaraca";24;1;"recife";0;954;0;0;0;8;10;"1";"1";2,82842712474619;10;6,86067246149795;6,86067465899829;2,9795483747041
"967";"lagoaaraca";22;0;"recife";0;954;0;0;0;37;31;"0";"0";31;43,0827625302982;6,8607043247803;6,86069773246035;2,9795483747041
"968";"lagoaaraca";42;1;"recife";0;954;0;0;0;17;14;"0";"0";14;21,1231056256177;6,86068235021147;6,86067905398449;2,9795483747041
"969";"lagoaaraca";72;1;"recife";0;2385;0;0;0;23;16;"0";"0";16;27,7958315233127;7,77695844675488;7,77695721614674;3,37748838337613
"970";"lagoaaraca";64;0;"recife";0;954;0;0;0;22;14;"0";"1";14;26,6904157598234;6,86068784389895;6,86067905398449;2,9795483747041
"971";"lagoaaraca";31;0;"recife";0;954;0;0;0;28;17;"0";"0";17;33,2915026221292;6,86069443628408;6,86068235021147;2,9795483747041
