"","ID","parque","cod parque","nquest","idade","sexo","cidade","cod cidade","bairro","cod bairro","estadocivil","racacor","escolar","ocupacao","renda","depend","qdepend","objetivo","distantp","freqvis","tempoestad","tempoatfis","infraestrutura","manutencao","tamanho","sombra","seguranca","iluminacao","ruido","temperatura","qualiar","Influperman","vegetar","vegettemp","vegetruido","vegetinund","moraruido","moratemp","moraqualiar","moraarb","moradren","saudefis","saudemen","nivelstres","exppolatm","exppolson","lance1","resp1","lance2","resp2","bidl","bidh","lnRenda","t1","t2","lnRendat1","lnRendat2","...58"
"218",218,"santosdumont",3,"6",42,2,"recife",101,"boa viagem",10113,2,4,20,1,5000,1,1,4,500,8,60,0,5,4,5,4,4,4,5,4,4,1,4,4,3,4,4,4,4,4,1,3,5,3,3,3,9,1,63,0,3,63,3.69897000433602,-9,-63,8.51719355141617,8.51719571141306,NA
"219",219,"santosdumont",3,"7",48,2,"recife",101,"pina",10162,2,1,16,4,5000,1,2,4,5000,4,60,0,4,4,5,4,4,4,4,4,4,3,4,4,3,4,4,3,4,4,5,4,4,4,3,3,31,1,67,0,5.56776436283002,67,3.69897000433602,-31,-67,8.51719443141547,8.51719587141265,NA
"220",220,"santosdumont",3,"9",24,1,"recife",101,"imbiribeira",10144,1,3,16,2,2900,1,1,3,500,2,300,240,5,5,5,4,4,4,4,4,4,3,4,4,3,4,3,4,4,3,3,3,4,3,2,3,33,1,63,0,5.74456264653803,63,3.46239799789896,-33,-63,7.97246993986699,7.97247350702855,NA
"221",221,"santosdumont",3,"10",41,1,"recife",101,"areias",10110,2,4,20,1,10000,1,2,4,5000,1,120,40,4,2,4,4,4,3,4,4,4,3,4,4,4,4,2,1,3,2,2,3,2,0,4,3,11,1,19,1,3.3166247903554,19,4,-11,-19,9.21034048197618,9.21034056197616,NA
"222",222,"santosdumont",3,"11",73,1,"recife",101,"imbiribeira",10144,4,4,16,3,1800,1,2,4,1000,4,60,60,5,4,5,4,5,4,4,4,4,3,4,4,2,4,3,3,4,2,3,3,3,3,3,2,53,0,24,0,24,30,3.25527250510331,-53,-24,7.49555830177516,7.49554935126423,NA
"223",223,"santosdumont",3,"12",28,1,"recife",101,"san martin",10167,1,4,16,6,6000,1,1,1,5000,4,420,0,5,4,5,5,4,0,5,5,5,3,4,4,2,4,1,3,4,2,1,3,4,3,0,3,37,1,62,0,6.08276253029822,62,3.77815125038364,-37,-62,8.69951577598744,8.69951647043093,NA
"224",224,"santosdumont",3,"14",34,2,"recife",101,"boa viagem",10113,2,4,20,1,8000,1,2,4,500,1,60,0,4,3,5,4,4,0,4,4,4,2,4,4,4,4,4,2,4,2,3,3,3,3,2,2,27,1,44,1,5.19615242270663,44,3.90308998699194,-27,-44,8.98719724253688,8.98719750816174,NA
"225",225,"santosdumont",3,"15",20,1,"recife",101,"boa viagem",10113,1,4,16,2,500,0,0,3,500,16,60,60,5,3,5,3,4,3,4,4,4,3,4,4,0,4,5,4,4,5,5,3,3,2,2,3,11,1,56,1,3.3166247903554,56,2.69897000433602,-11,-56,6.21465209745422,6.21483207333794,NA
"226",226,"santosdumont",3,"17",34,2,"recife",101,"boa viagem",10113,2,4,15,4,1000,1,2,4,500,8,180,0,4,3,4,5,4,0,5,4,5,3,4,4,3,4,1,1,2,2,4,3,3,2,2,1,7,1,58,1,2.64575131106459,58,3,-7,-58,6.90776227895764,6.9078132773002,NA
"227",227,"santosdumont",3,"19",35,1,"recife",101,"setubal",10171,2,4,22,1,7000,1,1,4,500,3,60,0,4,3,4,4,3,2,5,4,4,3,4,4,4,4,3,3,3,3,2,3,3,3,2,2,15,1,56,1,3.87298334620742,56,3.84509804001426,-15,-56,8.85366573415985,8.85366657089394,NA
"228",228,"santosdumont",3,"20",65,1,"recife",101,"boa viagem",10113,4,1,20,3,12000,1,1,3,500,4,60,60,4,4,4,3,3,0,4,4,4,3,4,4,4,4,3,3,3,2,3,3,3,4,2,2,9,1,19,1,3,19,4.07918124604762,-9,-19,9.39266199127013,9.39266206071457,NA
"229",229,"santosdumont",3,"21",50,1,"recife",101,"areias",10110,2,4,20,1,5000,1,1,4,5000,1,120,0,4,4,4,3,4,0,4,3,4,3,4,4,2,2,5,5,5,5,5,3,3,3,1,2,26,0,10,1,10,31.0990195135928,3.69897000433602,-26,-10,8.5171942314157,8.51719359141616,NA
"230",230,"santosdumont",3,"22",51,2,"recife",101,"setubal",10171,2,1,22,1,7000,1,2,7,500,5,50,0,5,3,5,0,3,4,4,5,4,3,4,4,3,4,2,2,2,2,2,2,2,2,1,2,43,1,64,1,6.557438524302,64,3.84509804001426,-43,-64,8.85366630558809,8.85366673415905,NA
"231",231,"santosdumont",3,"23",30,2,"recife",101,"tejipio",10174,1,1,20,6,2000,0,0,2,5000,5,60,0,4,4,5,3,4,4,4,4,4,3,4,4,4,1,1,5,4,3,2,2,2,2,1,1,44,1,54,1,6.6332495807108,54,3.30102999566398,-44,-54,7.60091345948158,7.60091595945096,NA
"232",232,"santosdumont",3,"25",28,2,"recife",101,"setubal",10171,1,5,16,6,1200,1,1,4,500,12,180,0,3,2,5,2,4,2,4,2,1,1,4,4,4,0,4,3,4,4,3,2,3,3,1,3,46,0,27,1,27,52.7823299831253,3.07918124604762,-46,-27,7.09010877971032,7.09009558560031,NA
"233",233,"santosdumont",3,"27",28,1,"recife",101,"boa viagem",10113,1,2,16,0,150,0,0,3,500,30,300,60,3,3,0,5,4,4,4,5,5,3,4,4,4,3,3,4,4,4,3,4,2,0,0,3,22,0,1,1,1,26.6904157598234,2.17609125905568,-22,-1,5.01161259416071,5.01067973755308,NA
"234",234,"santosdumont",3,"29",46,2,"recife",101,"boa viagem",10113,3,4,16,6,2000,0,0,4,500,5,60,0,3,3,5,5,5,2,4,4,4,3,4,4,4,2,3,4,4,5,4,2,2,2,3,3,27,0,23,0,23,32.1961524227066,3.30102999566398,-27,-23,7.6009092095193,7.60090820952555,NA
"235",235,"santosdumont",3,"31",25,2,"recife",101,"jardim sao paulo",10149,1,4,22,1,3600,0,0,1,5000,2,60,0,5,4,4,3,3,3,4,4,4,3,4,4,4,4,2,2,4,4,1,3,3,1,0,0,16,1,37,1,4,37,3.55630250076729,-16,-37,8.18869035901134,8.1886919793784,NA
"236",236,"santosdumont",3,"32",41,2,"recife",101,"boa viagem",10113,2,4,19,6,6000,0,0,3,500,6,90,30,5,4,5,5,3,4,4,4,4,3,4,4,4,4,4,4,3,4,1,4,4,4,0,0,46,0,16,0,16,52.7823299831253,3.77815125038364,-46,-16,8.69951602598715,8.69951519265454,NA
"237",237,"santosdumont",3,"33",36,1,"recife",101,"boa viagem",10113,1,4,16,6,4000,1,1,2,500,10,120,60,4,2,5,4,5,4,4,4,5,1,4,4,4,4,2,4,4,1,2,4,3,2,1,1,30,0,3,1,3,35.4772255750517,3.60205999132796,-30,-3,8.29405151510027,8.29404982760201,NA
"238",238,"santosdumont",3,"34",33,2,"recife",101,"boa viagem",10113,2,2,7,4,1000,1,3,4,500,5,120,0,4,3,4,4,2,2,3,4,4,3,4,4,0,2,1,2,2,2,2,1,0,0,1,1,48,1,68,1,6.92820323027551,68,3,-48,-68,6.90780327783017,6.90782327667024,NA
"239",239,"santosdumont",3,"35",46,2,"recife",101,"boa viagem",10113,1,4,16,6,800,0,0,3,500,4,90,0,5,4,4,5,5,0,4,4,4,3,4,4,2,4,1,2,1,1,1,3,3,4,1,0,41,1,66,1,6.40312423743285,66,2.90308998699194,-41,-66,6.68467578811601,6.68471484735091,NA
"240",240,"santosdumont",3,"36",53,3,"recife",101,"boa viagem",10113,2,4,20,2,2500,0,0,3,500,5,60,0,5,4,5,4,3,3,4,3,4,1,4,4,2,4,4,3,4,3,2,3,3,2,3,0,10,1,59,0,3.16227766016838,59,3.39794000867204,-10,-59,7.82404761085501,7.82405545081174,NA
"241",241,"santosdumont",3,"38",27,2,"recife",101,"areias",10110,1,4,22,6,2500,1,1,7,5000,5,90,40,4,3,4,3,4,0,4,4,4,3,4,4,4,4,1,1,1,2,1,0,1,0,0,1,6,1,18,1,2.44948974278318,18,3.39794000867204,-6,-18,7.82404697085583,7.82404889085215,NA
"242",242,"santosdumont",3,"39",49,1,"recife",101,"boa viagem",10113,1,4,20,6,2000,0,0,2,500,26,60,40,3,3,4,3,4,3,4,3,4,3,4,4,4,4,2,2,3,2,4,3,2,1,0,2,53,1,54,0,7.28010988928052,54,3.30102999566398,-53,-54,7.6009157094543,7.60091595945096,NA
"243",243,"santosdumont",3,"40",63,2,"recife",101,"ipsep",10145,3,4,16,3,6000,0,0,4,3000,1,0,0,5,4,5,4,4,0,4,4,4,1,4,4,4,4,1,3,2,4,4,4,4,1,2,0,57,0,5,1,5,64.5498344352708,3.77815125038364,-57,-5,8.69951633154227,8.69951488709907,NA
"244",244,"santosdumont",3,"42",33,2,"recife",101,"boa viagem",10113,2,1,22,2,3000,0,0,7,500,30,20,0,4,1,4,4,1,1,4,4,5,3,4,4,4,3,4,3,3,2,1,3,3,1,0,2,23,1,38,1,4.79583152331272,38,3.47712125471966,-23,-38,8.00637012320254,8.00637178986356,NA
"245",245,"santosdumont",3,"43",54,1,"recife",101,"setubal",10171,1,2,10,3,900,0,0,3,500,30,120,80,3,3,4,4,4,0,1,4,3,3,3,4,3,1,1,3,1,1,4,2,4,4,4,2,16,1,44,0,4,44,2.95424250943932,-16,-44,6.80241451621564,6.80244908283663,NA
"246",246,"santosdumont",3,"44",27,1,"recife",101,"boa viagem",10113,1,1,12,1,4000,1,2,4,500,1,90,0,5,4,5,5,4,0,5,5,5,3,4,4,4,3,3,3,2,2,1,2,4,2,1,1,13,1,51,0,3.60555127546399,51,3.60205999132796,-13,-51,8.2940504526017,8.29405282759695,NA
"247",247,"santosdumont",3,"45",43,1,"recife",101,"cordeiro",10129,1,4,22,6,2000,1,1,4,5000,1,180,0,3,3,5,3,3,0,4,3,5,3,4,4,4,3,3,3,3,2,3,4,4,4,2,2,21,1,23,1,4.58257569495584,23,3.30102999566398,-21,-23,7.6009077095283,7.60090820952555,NA
"248",248,"santosdumont",3,"46",32,2,"recife",101,"boa viagem",10113,2,2,22,2,1800,1,2,4,500,1,60,0,4,4,4,4,3,0,4,4,4,2,3,3,2,2,1,2,3,2,4,2,3,2,1,1,31,1,55,0,5.56776436283002,55,3.25527250510331,-31,-55,7.49555151173972,7.49555891904882,NA
"249",249,"santosdumont",3,"47",47,1,"recife",101,"boa viagem",10113,2,1,22,7,8000,1,1,4,500,2,30,60,4,3,5,5,4,0,4,4,4,3,4,4,4,4,3,4,4,3,3,4,3,2,2,2,46,1,58,1,6.78232998312527,58,3.90308998699194,-46,-58,8.98719753941172,8.98719772691156,NA
"250",250,"santosdumont",3,"50",45,2,"jaboatao",111,"piedade",11111,1,4,22,2,1500,0,0,2,3000,1,120,0,4,3,4,3,4,0,4,3,4,3,4,4,4,0,3,3,4,2,1,1,2,1,1,1,65,0,13,0,13,73.0622577482985,3.17609125905568,-65,-13,7.31324927556191,7.31322616485139,NA
"251",251,"santosdumont",3,"51",49,3,"jaboatao",111,"piedade",11111,1,1,22,1,2000,0,0,2,4000,1,180,0,4,3,4,3,4,0,5,4,4,3,4,4,4,2,4,4,4,3,4,4,4,2,2,3,61,0,56,0,56,68.8102496759066,3.30102999566398,-61,-56,7.6009177094258,7.60091645944408,NA
"252",252,"santosdumont",3,"54",63,1,"recife",101,"boa viagem",10113,2,1,22,3,6000,1,2,3,500,4,30,30,1,1,2,3,1,1,1,3,3,3,4,4,4,4,1,3,3,3,1,3,0,0,0,0,2,1,4,0,1.4142135623731,4,3.77815125038364,-2,-4,8.69951480376575,8.6995148593213,NA
"253",253,"santosdumont",3,"55",19,1,"jaboatao",111,"vila rica",11116,1,4,16,2,980,0,0,6,5000,20,30,0,5,5,5,5,5,0,3,3,3,2,4,4,4,4,2,2,2,3,4,3,4,2,3,3,35,1,62,0,5.91607978309962,62,2.99122607569249,-35,-62,6.88758901414927,6.88761712601576,NA
"254",254,"santosdumont",3,"56",20,2,"jaboatao",111,"vila rica",11116,1,4,16,2,1150,0,0,7,5000,2,30,0,5,5,5,4,4,4,4,4,4,2,4,4,4,4,0,3,3,1,3,4,4,0,2,2,45,1,49,0,6.70820393249937,49,3.06069784035361,-45,-49,7.04755124724344,7.04755427171062,NA
"255",255,"santosdumont",3,"57",19,1,"recife",101,"caxanga",10123,1,4,16,2,1300,0,0,7,5000,1,20,0,5,3,5,3,4,4,4,4,5,0,4,4,4,3,1,3,4,3,3,3,4,0,2,1,34,1,36,1,5.8309518948453,36,3.11394335230684,-34,-36,7.17013966159045,7.1701408449979,NA
"256",256,"santosdumont",3,"58",77,2,"garanhuns",107,"heliopoles",1071,4,1,10,3,980,0,0,4,5000,1,60,0,4,4,4,4,4,0,5,4,4,2,2,4,3,2,4,4,4,3,4,3,4,3,3,3,41,0,30,1,30,47.4031242374328,2.99122607569249,-41,-30,6.88759526129901,6.88758380816134,NA
"257",257,"santosdumont",3,"62",41,1,"recife",101,"boa viagem",10113,2,4,22,2,7000,1,2,3,500,6,120,40,3,3,5,3,3,3,5,3,4,3,4,4,4,3,2,3,3,5,1,3,3,1,2,2,32,1,34,1,5.65685424949238,34,3.84509804001426,-32,-34,8.85366608109846,8.85366612191476,NA
"258",258,"santosdumont",3,"63",40,2,"recife",101,"ipsep",10145,2,4,20,2,6000,0,0,7,4000,2,40,20,4,3,4,3,4,0,5,4,4,3,4,4,4,4,3,3,3,1,1,3,3,2,2,2,10,1,28,0,3.16227766016838,28,3.77815125038364,-10,-28,8.69951502598793,8.69951552598767,NA
"259",259,"santosdumont",3,"64",65,2,"recife",101,"boa viagem",10113,4,5,13,3,2000,1,3,6,500,4,60,0,5,4,5,5,4,0,5,4,5,3,4,4,4,4,4,3,4,3,4,3,4,4,2,4,47,1,62,1,6.85565460040104,62,3.30102999566398,-47,-62,7.60091420947305,7.60091795942196,NA
"260",260,"santosdumont",3,"66",36,2,"recife",101,"boa viagem",10113,2,3,16,6,3000,1,3,4,500,8,120,0,4,4,4,5,5,5,5,5,5,3,4,4,4,4,4,5,3,4,4,4,3,3,2,3,58,1,66,1,7.61577310586391,66,3.47712125471966,-58,-66,8.00637401207393,8.00637490095669,NA
"261",261,"santosdumont",3,"67",62,1,"recife",101,"boa viagem",10113,2,4,22,7,30000,1,1,2,500,10,40,30,3,3,4,4,3,0,4,4,4,0,4,4,4,2,5,5,5,1,1,2,4,3,3,4,6,1,23,1,2.44948974278318,23,4.47712125471966,-6,-23,10.308952667311,10.3089526861998,NA
"262",262,"santosdumont",3,"68",51,2,"recife",101,"ipsep",10145,2,1,18,7,1000,0,0,7,4000,2,120,0,5,4,2,4,4,0,4,4,4,0,4,4,0,0,1,1,1,1,1,3,0,0,0,0,33,0,7,0,7,38.744562646538,3,-33,-7,6.90778827843765,6.90776227895764,NA
"263",263,"santosdumont",3,"73",34,1,"recife",101,"boa viagem",10113,2,3,22,6,20000,0,2,4,500,1,120,0,4,3,4,5,4,0,4,4,4,3,4,4,4,4,4,4,4,3,4,3,4,4,3,3,47,1,50,1,6.85565460040104,50,4.30102999566398,-47,-50,9.90348767003612,9.90348767753612,NA
"264",264,"santosdumont",3,"74",41,1,"recife",101,"setubal",10171,2,1,22,2,10000,1,1,4,500,1,90,0,3,3,5,3,1,2,4,3,4,2,4,4,4,4,2,1,3,2,3,3,3,2,2,1,24,0,4,1,4,28.8989794855664,4,-24,-4,9.21034061197615,9.21034041197618,NA
"265",265,"santosdumont",3,"76",37,2,"recife",101,"boa viagem",10113,1,1,16,2,1200,1,2,3,500,24,120,60,5,5,5,5,5,0,5,4,5,3,4,4,4,4,2,3,4,5,5,3,3,3,2,2,19,1,28,0,4.35889894354067,28,3.07918124604762,-19,-28,7.09009003013349,7.0900962800315,NA
"266",266,"santosdumont",3,"77",59,2,"recife",101,"boa viagem",10113,2,4,16,3,2900,0,0,7,500,8,120,40,5,3,4,3,4,2,4,4,4,3,4,4,2,4,3,2,4,1,1,2,3,3,2,0,9,1,23,0,3,23,3.46239799789896,-9,-23,7.97246708612857,7.9724687508103,NA
"267",267,"santosdumont",3,"78",60,2,"rio de janeiro",207,"riachuelo",2071,2,1,16,3,2500,0,0,4,5000,4,120,0,3,4,4,3,4,0,4,3,4,0,4,4,2,0,4,4,4,5,2,3,3,3,3,3,66,0,31,0,31,74.124038404636,3.39794000867204,-66,-31,7.82405657080054,7.82405097084399,NA
"268",268,"santosdumont",3,"79",34,1,"recife",101,"boa viagem",10113,1,1,20,1,5000,1,1,4,500,4,120,50,5,4,5,5,5,4,4,5,5,3,4,4,0,0,3,3,3,3,4,4,4,3,3,2,2,1,22,0,1.4142135623731,22,3.69897000433602,-2,-22,8.51719327141623,8.51719407141585,NA
"269",269,"santosdumont",3,"80",37,1,"recife",101,"boa viagem",10113,1,2,12,6,2000,1,2,3,500,5,180,90,4,3,5,4,5,4,4,4,4,3,3,3,0,3,1,3,4,4,3,3,3,4,2,1,41,1,53,1,6.40312423743285,53,3.30102999566398,-41,-53,7.60091270948955,7.6009157094543,NA
"270",270,"santosdumont",3,"81",39,1,"recife",101,"boa viagem",10113,2,4,16,20,2900,1,2,2,500,4,40,0,4,3,4,4,4,1,4,4,4,3,4,4,4,4,4,3,4,1,4,3,3,2,2,2,34,1,66,0,5.8309518948453,66,3.46239799789896,-34,-66,7.97247005877258,7.97247386374401,NA
"271",271,"santosdumont",3,"82",53,2,"recife",101,"casa amarela",10121,4,2,14,3,1800,1,3,3,5000,12,50,50,5,4,5,3,4,0,5,4,5,3,4,4,4,4,1,4,2,3,4,2,3,3,0,1,35,1,60,0,5.91607978309962,60,3.25527250510331,-35,-60,7.49555274629505,7.49556046223131,NA
"272",272,"santosdumont",3,"83",38,2,"recife",101,"boa viagem",10113,1,1,20,0,600,1,3,3,500,5,60,40,4,4,4,4,3,2,4,3,3,2,4,4,4,2,1,2,1,3,4,2,3,3,0,0,41,1,48,0,6.40312423743285,48,2.77815125038364,-41,-48,6.39704353762019,6.39706297966138,NA
"273",273,"santosdumont",3,"84",18,1,"recife",101,"jordao",10151,1,2,14,2,468,0,0,1,5000,24,180,0,5,3,4,4,2,1,4,3,3,1,4,4,2,0,2,3,3,1,1,0,2,1,1,2,57,1,62,1,7.54983443527075,62,2.67024585307412,-57,-62,6.14872850751223,6.14875132986078,NA
"274",274,"santosdumont",3,"87",31,1,"recife",101,"setubal",10171,2,1,20,2,14000,1,1,4,500,15,90,0,4,4,5,5,5,0,5,5,5,3,4,4,2,0,1,3,4,4,2,3,3,2,1,0,29,1,36,0,5.3851648071345,36,4.14612803567824,-29,-36,9.54681275655657,9.54681279227085,NA
"275",275,"santosdumont",3,"88",23,1,"recife",101,"boa viagem",10113,1,4,16,2,2200,0,0,3,500,17,90,90,4,4,5,5,4,0,4,5,5,3,4,4,2,2,4,4,4,3,5,3,3,3,3,2,65,1,68,1,8.06225774829855,68,3.34242268082221,-65,-68,7.6962260690083,7.69622668883449,NA
"276",276,"santosdumont",3,"89",60,1,"jaboatao",111,"prazeres",11113,3,1,20,1,2000,1,2,3,5000,12,120,90,3,2,4,3,3,3,4,3,4,1,4,4,4,4,4,3,3,2,4,4,4,2,2,2,12,0,10,0,10,15.4641016151378,3.30102999566398,-12,-10,7.60090545953758,7.60090495953896,NA
"277",277,"santosdumont",3,"90",22,2,"recife",101,"pina",10162,3,4,20,2,1500,0,0,2,5000,4,240,240,4,4,5,4,5,0,5,4,4,3,4,4,2,4,1,1,3,1,1,2,2,0,2,0,16,1,44,0,4,44,3.17609125905568,-16,-44,7.31322749817613,7.31323994245465,NA
"278",278,"santosdumont",3,"92",67,1,"recife",101,"boa viagem",10113,2,4,20,1,5000,1,1,3,500,4,30,60,4,3,5,4,4,3,4,5,4,3,4,4,0,4,5,3,4,3,3,3,3,2,2,4,67,1,70,0,8.18535277187245,70,3.69897000433602,-67,-70,8.51719587141265,8.51719599141232,NA
"279",279,"santosdumont",3,"93",44,1,"recife",101,"boa viagem",10113,2,2,22,2,8000,1,2,4,500,12,180,90,4,1,5,4,4,2,5,4,4,3,4,4,1,4,2,2,2,3,5,4,4,1,1,3,16,1,37,1,4,37,3.90308998699194,-16,-37,8.98719707066194,8.98719739878681,NA
"280",280,"santosdumont",3,"94",43,2,"recife",101,"boa viagem",10113,2,1,22,1,4500,1,2,4,500,1,90,0,4,3,4,3,3,3,4,3,3,3,4,4,4,4,3,3,3,3,2,3,2,0,2,2,62,0,13,1,13,69.8740078740118,3.65321251377534,-62,-13,8.41183573748212,8.41183331773351,NA
"281",281,"santosdumont",3,"95",52,2,"recife",101,"boa viagem",10113,4,4,14,6,5000,1,1,4,500,25,120,0,3,1,4,4,1,3,3,3,5,0,4,4,0,0,4,1,4,4,2,3,3,4,2,2,68,0,33,0,33,76.2462112512353,3.69897000433602,-68,-33,8.51719591141254,8.51719451141537,NA
"282",282,"santosdumont",3,"97",36,2,"recife",101,"setubal",10171,1,4,20,2,6000,1,1,3,500,4,120,0,4,3,4,5,3,0,5,5,5,3,4,4,4,2,4,1,4,3,3,2,3,0,2,3,47,0,26,0,26,53.855654600401,3.77815125038364,-47,-26,8.6995160537649,8.69951547043215,NA
"283",283,"santosdumont",3,"98",19,1,"recife",101,"tejipio",10174,1,1,16,2,1000,1,3,7,5000,3,150,0,4,4,4,4,5,0,4,3,3,1,4,4,4,3,2,3,3,2,4,3,3,1,2,0,28,1,45,1,5.29150262212918,45,3,-28,-45,6.90778327859014,6.90780027796967,NA
"284",284,"santosdumont",3,"99",40,1,"recife",101,"iputinga",10146,2,2,22,1,6000,1,2,2,5000,1,240,0,3,3,5,4,4,0,4,3,4,2,4,4,4,2,2,3,3,3,2,3,3,2,2,2,14,1,31,1,3.74165738677394,31,3.77815125038364,-14,-31,8.69951513709901,8.69951560932093,NA
"285",285,"santosdumont",3,"100",23,2,"recife",101,"curado",10132,1,4,18,7,800,0,0,7,5000,3,180,60,4,3,5,4,4,3,5,3,4,2,4,4,4,4,3,3,2,2,4,3,3,2,0,0,67,1,68,1,8.18535277187245,68,2.90308998699194,-67,-68,6.68471640968857,6.6847179720238,NA
"286",286,"santosdumont",3,"101",53,1,"recife",101,"boa viagem",10113,2,4,22,1,10000,1,2,4,500,10,180,120,4,2,4,4,4,3,4,4,4,3,4,4,4,2,3,4,2,2,3,4,3,3,3,3,19,1,67,1,4.35889894354067,67,4,-19,-67,9.21034056197616,9.21034104197596,NA
"287",287,"santosdumont",3,"102",33,1,"recife",101,"boa viagem",10113,2,1,22,7,8000,0,0,2,500,7,30,0,4,3,5,4,4,4,4,3,4,3,4,4,0,4,5,2,4,2,2,0,3,2,0,0,22,0,18,0,18,26.6904157598234,3.90308998699194,-22,-18,8.98719716441191,8.98719710191193,NA
"288",288,"santosdumont",3,"144",51,1,"recife",101,"boa viagem",10113,2,1,20,2,6000,0,0,3,500,20,80,80,4,4,5,4,4,5,5,4,4,0,4,4,0,0,4,4,4,4,4,4,4,3,3,4,7,1,25,1,2.64575131106459,25,3.77815125038364,-7,-25,8.69951494265462,8.69951544265439,NA
"289",289,"santosdumont",3,"152",32,1,"recife",101,"boa viagem",10113,2,1,20,2,7000,1,1,2,500,8,60,0,5,3,5,4,4,0,5,5,5,3,4,4,4,2,4,5,5,4,4,4,3,4,4,0,28,1,67,1,5.29150262212918,67,3.84509804001426,-28,-67,8.85366599946586,8.85366679538345,NA
"290",290,"santosdumont",3,"153",50,2,"paulista",118,"paulista",1186,1,2,20,2,3000,0,0,3,5000,4,60,60,5,4,5,2,1,3,3,3,3,2,4,4,4,4,5,3,3,2,3,3,3,4,3,4,20,1,66,1,4.47213595499958,66,3.47712125471966,-20,-66,8.00636978987,8.00637490095669,NA
"291",291,"santosdumont",3,"155",40,1,"recife",101,"boa viagem",10113,2,1,16,6,2000,0,0,3,500,8,45,45,3,2,5,3,3,3,5,3,3,1,4,4,4,4,5,3,3,3,2,3,3,2,3,3,8,1,56,1,2.82842712474619,56,3.30102999566398,-8,-56,7.60090445954008,7.60091645944408,NA
"292",292,"santosdumont",3,"157",49,1,"recife",101,"setubal",10171,2,4,20,1,8000,1,3,3,500,8,45,45,4,2,5,3,4,0,5,4,4,2,4,4,4,3,4,5,4,3,3,3,4,3,4,4,16,1,64,1,4,64,3.90308998699194,-16,-64,8.98719707066194,8.98719782066147,NA
"293",293,"santosdumont",3,"158",63,2,"recife",101,"imbiribeira",10144,2,1,9,3,1200,1,2,3,1000,12,75,60,3,2,5,4,2,2,4,3,5,2,4,4,4,4,3,3,4,3,2,2,3,2,3,3,8,1,68,1,2.82842712474619,68,3.07918124604762,-8,-68,7.09008239131621,7.09012405688338,NA
"294",294,"santosdumont",3,"159",51,1,"recife",101,"setubal",10171,2,1,20,1,4300,1,2,3,500,20,60,40,3,2,5,5,4,0,5,5,5,1,4,4,4,4,3,4,4,2,2,2,2,1,1,1,25,1,55,0,5,55,3.63346845557959,-25,-55,8.36637165376295,8.36637327625808,NA
"295",295,"santosdumont",3,"160",36,2,"recife",101,"boa viagem",10113,1,1,20,2,3800,0,0,3,500,12,60,60,3,3,5,3,3,0,4,4,4,0,4,4,4,2,4,4,4,3,3,4,4,3,4,4,4,1,58,1,2,58,3.57978359661681,-4,-58,8.24275662272275,8.24276036232691,NA
"296",296,"santosdumont",3,"161",48,1,"recife",101,"setubal",10171,4,2,13,6,3000,1,2,3,500,4,90,60,4,3,5,5,4,0,5,5,5,0,4,4,4,2,5,5,5,4,3,3,3,3,3,3,14,1,63,0,3.74165738677394,63,3.47712125471966,-14,-63,8.00636912320459,8.00637456762575,NA
"297",297,"santosdumont",3,"164",71,1,"jaboatao",111,"prazeres",11113,2,4,16,3,3300,1,2,2,5000,2,140,0,4,4,5,4,3,0,5,3,5,1,4,4,4,4,5,4,4,4,4,3,3,3,4,4,43,1,47,1,6.557438524302,47,3.51851393987789,-43,-47,8.10168169602345,8.10168206333139,NA
"298",298,"santosdumont",3,"166",33,2,"jaboatao",111,"prazeres",11113,1,1,16,2,1850,0,0,3,5000,8,120,90,4,3,5,3,3,0,5,3,4,2,4,4,4,4,3,4,4,3,2,3,3,2,3,3,35,1,65,0,5.91607978309962,65,3.26717172840301,-35,-65,7.52295114446274,7.52295990985696,NA
"299",299,"santosdumont",3,"167",58,1,"jaboatao",111,"jaboatao",1118,2,1,20,6,2800,0,0,2,5000,1,150,0,5,3,5,4,4,0,5,5,5,1,4,4,3,3,4,4,4,4,3,2,3,2,3,3,11,1,49,1,3.3166247903554,49,3.44715803134222,-11,-49,7.93737609922354,7.93738094614376,NA
"300",300,"santosdumont",3,"168",36,1,"recife",101,"pina",10162,1,1,16,2,1400,0,0,3,5000,8,120,90,4,2,4,3,3,4,4,4,4,1,4,4,2,3,4,4,4,3,3,4,4,3,4,4,38,1,64,1,6.16441400296898,64,3.14612803567824,-38,-64,7.24424690317051,7.24426016813147,NA
"301",301,"santosdumont",3,"169",46,2,"recife",101,"setubal",10171,2,1,16,2,1700,1,2,4,500,4,100,0,4,4,5,4,4,0,4,4,4,2,4,4,4,3,4,4,4,4,4,3,3,2,3,3,14,1,44,1,3.74165738677394,44,3.23044892137827,-14,-44,7.43838837432323,7.4383987548419,NA
"302",302,"santosdumont",3,"1",34,2,"recife",101,"boa viagem",10113,2,4,16,2,1800,1,1,4,500,3,240,20,4,3,5,4,2,0,5,5,4,3,3,4,0,4,4,3,2,1,5,3,4,4,1,3,26,1,64,0,5.09901951359278,64,3.25527250510331,-26,-64,7.49554996854342,7.49556169677559,NA
