"","ID","parque","cod parque","nquest","idade","sexo","cidade","cod cidade","bairro","cod bairro","estadocivil","racacor","escolar","ocupacao","renda","depend","qdepend","objetivo","distantp","freqvis","tempoestad","tempoatfis","infraestrutura","manutencao","tamanho","sombra","seguranca","iluminacao","ruido","temperatura","qualiar","Influperman","vegetar","vegettemp","vegetruido","vegetinund","moraruido","moratemp","moraqualiar","moraarb","moradren","saudefis","saudemen","nivelstres","exppolatm","exppolson","lance1","resp1","lance2","resp2","bidl","bidh","lnRenda","t1","t2","lnRendat1","lnRendat2","...58"
"917",1078,"santana",7,"250",31,1,"recife",101,"torre",10175,2,NA,17,7,5000,NA,2,4,2000,3,60,0,5,4,4,4,2,0,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,0,NA,NA,35,0,16,0,16,40.9160797830996,3.69897000433602,-35,-16,8.51719459141526,8.51719383141603,NA
"918",1079,"santana",7,"251",39,1,"recife",101,"varzea",10179,1,NA,19,7,1000,NA,1,3,5000,3,180,180,4,4,5,5,5,4,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,NA,NA,59,1,60,1,7.68114574786861,60,3,-59,-60,6.90781427724171,6.90781527718221,NA
"919",1080,"santana",7,"252",25,2,"recife",101,"cordeiro",10129,2,NA,15,7,1000,NA,1,3,2000,3,120,120,4,4,4,3,4,3,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,14,1,26,1,3.74165738677394,26,3,-14,-26,6.90776927888414,6.90778127864414,NA
"920",1081,"santana",7,"253",58,1,"recife",101,"santana",10168,1,NA,17,2,8000,NA,1,3,200,1,180,180,3,3,4,3,2,2,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,NA,NA,45,1,60,1,6.70820393249937,60,3.90308998699194,-45,-60,8.98719752378673,8.98719775816153,NA
"921",1082,"santana",7,"254",53,1,"recife",101,"poco da panela",10163,2,NA,19,3,10000,NA,3,2,1500,3,60,0,3,2,4,4,2,3,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,NA,NA,53,0,40,1,40,60.2801098892805,4,-53,-40,9.21034090197604,9.2103407719761,NA
"922",NA,"lagoaaraca",8,"1",71,2,"recife",101,"imbiribeira",10144,NA,NA,16,3,1431,NA,NA,2,3500,2,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3,0,3,7.23606797749979,3.15563963375978,-5,-3,7.26613122124466,7.26613024457009,NA
"923",NA,"lagoaaraca",8,"3",42,1,"recife",101,"imbiribeira",10144,NA,NA,20,6,954,NA,NA,7,290,7,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,1,48,0,6.78232998312527,48,2.9795483747041,-46,-48,6.86071421317874,6.86071641058733,NA
"924",NA,"lagoaaraca",8,"4",26,2,"recife",101,"imbiribeira",10144,NA,NA,16,2,477,NA,NA,7,770,6,480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,1,43,0,6.08276253029822,43,2.67851837904011,-37,-43,6.16767909430117,6.16770545993094,NA
"925",NA,"lagoaaraca",8,"5",62,1,"recife",101,"imbiribeira",10144,NA,NA,16,6,477,NA,NA,3,290,7,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,1,45,1,6.40312423743285,45,2.67851837904011,-41,-45,6.16769667146492,6.16771424831972,NA
"926",NA,"lagoaaraca",8,"7",52,1,"recife",101,"imbiribeira",10144,NA,NA,8,2,954,NA,NA,7,1500,6,720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1,15,0,3.46410161513775,15,2.9795483747041,-12,-15,6.86067685649381,6.86068015272803,NA
"927",NA,"lagoaaraca",8,"8",55,1,"recife",101,"imbiribeira",10144,NA,NA,15,6,477,NA,NA,2,770,7,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,0,44,0,44,52.7823299831253,2.67851837904011,-46,-44,6.16771864248515,6.16770985413499,NA
"928",NA,"lagoaaraca",8,"9",46,1,"recife",101,"imbiribeira",10144,NA,NA,18,2,4270,NA,NA,3,6000,1,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,8,0,8,14.3166247903554,3.63042787502502,-11,-8,8.3593697095275,8.35936954498986,NA
"929",NA,"lagoaaraca",8,"10",32,1,"recife",101,"imbiribeira",10144,NA,NA,20,6,477,NA,NA,3,290,6,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,0,13,0,13,20,2.67851837904011,-16,-13,6.16758680912233,6.16757362483009,NA
